Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Inrern,2.0,2021-03-03,Former employee,very nice people all together,"long hours, tough commute, not fun",Google
Junior Site Engineer,5.0,2021-03-21,"Former employee, less than 1 year",Get to learn many things,No cons as everything was perfect,Google
Senior Ios Engineer,4.0,2021-03-29,Current employee,Very flexible work schedules during WFH,Easy to get lost in the org reshuffles.,Google
Fincial Analyst,3.0,2021-04-01,"Former employee, more than 1 year",Bad management affects employee morale,Great food choices for lunch  Free birthday massage,Google
Director Of Architecture,5.0,2021-05-01,Former employee,"Fast to market, great pay, nice people","too big, lots of thing to know",Google
Customer Solutions Consultant,3.0,2021-05-14,Former employee,"Good Description for job desc, and also detail.",Can't see how the average of sallary,Google
Based Upon Computer Science Engineering,5.0,2021-06-29,Current employee,Amazing company for working peacefully,Nothing is baad about ittt,Google
Content Marketing Manager,4.0,2021-07-18,"Current employee, less than 1 year","Lots of learning opportunities, high income, benefits",Sometimes it is too US centric.,Google
Product Expert,4.0,2021-07-21,Current employee,I support project green peace!,I work out if needed,Google
Grapic Designer,5.0,2021-08-03,Former employee,Give a lot benefits in the company,Need give more opportunities to peolpe,Google
Staff Tpm,4.0,2021-08-13,"Current employee, more than 3 years",The best people to talk to everyday!,None at all. Super happy.,Google
"Registered Nurse, Bsn",5.0,2021-08-16,Current employee,Private Company Private Company Private Company,N/A N/A N/A N/A N/A N/A N/A,Google
Stucco Plasterer,3.0,2021-08-18,"Former employee, more than 3 years",Union pay is pretty good,Lack of work at times,Google
Global Mobility Specialist,5.0,2021-08-21,Current employee,Great culture and great people,nothing to add at this point,Google
Vice President Finance,5.0,2021-09-04,Current employee,"Culture, Flexibility, Agility, Opportunities, Ethics",Nothing I do think of now or ever,Google
Programmatic Campaign Manager,5.0,2021-09-06,Current employee,Employee Friendly Work life balance Grow with the organization,Nothing as far as I know,Google
Applications Analyst,5.0,2021-09-12,"Current employee, less than 1 year",Has some of the amazing culture here.,I dont find any cons yet.,Google
Head Of Global Accounts,5.0,2021-09-17,"Current employee, more than 5 years","Fantastic benefits, great colleagues, high achievers",Bureaucratic given the size of the company,Google
Partner Experience Manager,5.0,2021-09-22,"Current employee, more than 1 year",people and perks are great in the office,management decisions can be quite controversial,Google
Brand Management Intern,5.0,2021-09-24,Current employee,amazing place to work! love the people,there are none like its google,Google
Software Developer Engineer,5.0,2021-10-02,Current employee,very good work culture in company,no other type of cons in company,Google
Project Analyst,5.0,2021-10-28,"Current employee, more than 3 years","good environment, good people wow",there are no cons to work in,Google
Business Associate,3.0,2021-11-11,Current employee,+ great people + good pay,+ poor work life balance + too many stakeholders,Google
Vice President Cyber Security,3.0,2021-12-05,Current employee,salary is higher than others,a lot of junior staff,Google
Telephony Engineer,5.0,2021-12-10,Current employee,Company has a great work culture.,Nothing that I can think of.,Google
Bi Manager,5.0,2021-12-10,Current employee,Work with a lot of great people,Bureaucracy  sometimes execution can be slow,Google
Planning Engineer,3.0,2021-12-11,"Former employee, more than 1 year",Salary on time. Management is supportive.,Teammates are not good. There will be harassment from them.,Google
Nlp Engineer,5.0,2021-12-12,Former employee,great salary  great worklife balance,no cons sorry. just great,Google
Advertisement Manager,5.0,2021-12-13,"Current employee, less than 1 year",Great work environment and excellent salary,There are no cons at this place,Google
Senior Account Executvie,5.0,2021-12-14,Current employee,"Great company, great people, happy",I'm writing this review for free access to platform,Google
Smart Techie,5.0,2021-12-16,Former employee,Super duper really awesomely great,I didn't like the granola at the snack cart,Google
Content Producer,4.0,2021-12-25,"Current employee, more than 1 year",Lots of smart people to work with.,The place has poor workplace culture.,Google
Lead Tech,5.0,2022-01-01,Former employee,Great accommodation in all facilities,Managing a ton of people to do work,Google
Head Of Professional Services,5.0,2022-01-05,Former employee,It's as good as you read about.,Huge company! Hard to make an impact.,Google
Supply Chain Analyst,5.0,2022-01-22,"Current employee, more than 1 year","Great work and life balance, nice team culture",Tasks are not very interesting,Google
Digital Consultant,5.0,2022-01-25,Former employee,Good company to work for,Not any cons at Google,Google
Data Analyst Junior,5.0,2022-02-02,Current employee,"Good communication team, trustful, creative","Too much data, too much work.",Google
Seo Strategist,5.0,2022-02-15,"Former employee, more than 1 year",Good environment a lot to learn from the team,hard to find a parking,Google
Ai/Ml Annotation Analyst,5.0,2022-02-17,Current employee,best compani in the world,google is the best company in the word,Google
Buddy Trainer,5.0,2022-02-24,Current employee,All good Good Best Better Even better Ultimate What to say Ultimate,Cool Trendy Lively Niche Beautiful Classy What to say Seriously I mean it,Google
Junior Systems Engineer,5.0,2022-02-28,"Current employee, more than 1 year",Great work place to work for future,nothing to complain about for now,Google
Senior It Specialist,5.0,2022-03-11,Current employee,You’ll love most things about the company,"Not many cons, it was an",Google
Salesforce Developer,5.0,2022-03-16,"Current employee, more than 1 year",amazing palce to work .,"nah , i cant think of any",Google
"Associate, Strategist",5.0,2022-03-23,Current employee,Great work life balance and Pay,Can be a slow progression at times,Google
Article Writer,5.0,2022-03-26,Former employee,"Excellent working headquarters, very cool offices and workmattes",I didn't have any problem,Google
It Networking,5.0,2022-03-26,Current employee,"Great place to work, can't ask for more","None really, great people, great perks",Google
Sr. Manager Business Development,5.0,2022-03-27,Current employee,Strong respect for users and employees,Certain products lack Product quality,Google
Game Developer,5.0,2022-04-07,Current employee,All good nothing bad at all.,No cons all good nothing bad at all.,Google
Senior Executive Operations,5.0,2022-04-13,"Current employee, more than 1 year","Good food, and amenities. Understanding team mates",There is no great hike,Google
Senior Computer Engineer,5.0,2022-05-02,"Former employee, more than 3 years",all good as long as i have worked,nothing very bad that has happened,Google
Technical Supervisor,5.0,2022-05-24,Former employee,"Good team, fun environment, good hours","Bad canteen, horrible food, lots of bugs",Google
Junior Human Resources Manager,5.0,2022-06-17,"Current employee, more than 1 year","very friendly , flexible and good environment",I see no cons working for google,Google
Procurement Assistant,5.0,2022-07-24,"Current employee, less than 1 year","Salary, Health Facilities, Professional Environment","Strict Routine, 6 days a week working plan",Google
Concrete Formwork Stripper,5.0,2022-07-25,"Current employee, more than 5 years",Very good benefits and food,Everyone is too hot to handle,Google
Operator,3.0,2022-07-26,Current employee,Good work spaces and facilities,Low wages is the con,Google
Software Quality Assurance Engineer,4.0,2022-08-18,Former employee,"Team work environment, flexibility, trust","Micro management, no knowledge based courses included, poor training skills",Google
Conference Manager,5.0,2022-08-23,"Former employee, more than 1 year",Amazing colleagues and worklife balance,Limited growth potential for midlevel management,Google
Executive Software Engineer,5.0,2022-09-03,Current employee,Excellent pay. Well behaved staff,Nothing. I love my job. Very happy,Google
Copy Writer,3.0,2022-09-06,"Current employee, more than 1 year",wfh and bonuses easy to locate office,Very Over worked under understaffed,Google
E-Commerce Specialist,4.0,2022-09-10,"Former employee, less than 1 year","Good benefits, paid time off, nice office",Too silo given it’s a big company,Google
Technology Specialist,5.0,2022-09-11,"Current employee, more than 1 year","Good salary, good location, good people around","Long working hours, politics in office sometime",Google
Consultant/Account Manager,5.0,2022-09-18,"Current employee, more than 1 year",Best company in the world,I don’t have cons about working at Google,Google
Corporate Web Manager/Business Analyst,5.0,2022-09-19,Current employee,"excellent, good , perfect, magnifique , oui","hard work, no time, no advantage, stress,",Google
"Manager, Strategy",5.0,2022-09-27,"Current employee, more than 1 year",Good benefits Good Pay Good People Good work life balance,Lack of leadership Lack of manager oversight,Google
Account Excective,5.0,2022-10-03,"Former employee, less than 1 year", lots of perks  good networking, long hours & pressure to work,Google
Power Bi Analyst,5.0,2022-10-07,Former employee,I live the cooperation with my colleagues,the colleague is not nice,Google
Dispatcher,4.0,2022-10-13,Current employee,hey how are you doing,there are no cons with this,Google
Vp- Human Resources,5.0,2022-10-27,Former employee,pay and compensation. They pay well.,slow to move leadership and poor top management,Google
Librarian,5.0,2022-11-10,Current employee,"Meaningful work, enjoy helping others",None other than that the pay could be higher,Google
Industry Marketing Manager,4.0,2011-05-31,Current employee,"Space to grow, exposure and opportunities",Lots of jobs on offer. Important to choose the right profile,Google
Sales Strategist,5.0,2014-01-09,Former employee,great compensation and benefits. great culture,make sure you can deal with ambiguity,Google
Manager (Media Research),3.0,2015-01-19,"Current employee, more than 1 year",India's first media insights engine,Need to explore other verticals in media capacity,Google
Associate Partner,5.0,2015-09-08,"Current employee, more than 1 year",I liked new tools for future,Preferencias de sitios para citas en interner,Google
Tech Intern,5.0,2016-02-21,"Former employee, less than 1 year",Great Learning Opportunities  Great Work Environment,Difficult Work but worth the challenge,Google
Sales Ops,3.0,2017-10-16,"Former employee, more than 1 year",great culture and office perks,just another number and not motivated,Google
Online Typing,5.0,2017-10-21,Former employee,Like it i love it,Intresting and unique thing i have ever seen,Google
Managing Director Partnerships,5.0,2018-01-17,"Former employee, more than 8 years",Great business model Innovation Great people to work with,became a very large company,Google
As400,5.0,2018-09-01,"Current employee, more than 1 year",Good Environment and good culture,Extra working hours and more than 5 hours,Google
Tax Director,4.0,2018-10-14,Current employee,Work life balance is gr8,Lack of tax strategies oversight,Google
Online Candidate Specialist,3.0,2019-02-01,"Former employee, less than 1 year","Free breakfast and lunch, free gym,","Pointless work, very repetitive,",Google
Graduate Engineer,4.0,2019-05-04,"Current employee, less than 1 year",very good good balance good pay,none really great place to work,Google
Assurance,5.0,2019-07-22,"Former employee, less than 1 year",good environment and fun to work at.,none that I can think of,Google
Tsc,5.0,2019-10-22,"Former employee, less than 1 year",Great Work Culture Great Work life balance,Couldn't find any con's for Google,Google
Assistant Manager Supply Chain,4.0,2019-11-03,"Current employee, less than 1 year",Supercool stuff here at work to do,Few to say the least,Google
Investigator,5.0,2020-02-27,Current employee,Great job. I have no complaints,"None, I have no complaints",Google
Social Media Coordinator,4.0,2020-05-04,"Current employee, more than 1 year","great team, great methods, great opportunities",Something are really difficult sometimes,Google
Home Based Data Entry,4.0,2020-05-11,"Current employee, less than 1 year","programmer data entry operator, blog writing","c, c++, php, java, python",Google
Seo Manager,5.0,2020-05-16,"Former employee, more than 1 year",Friendly Work Environment and healthy place,none as of my employment termn,Google
Assistente,5.0,2020-06-18,Current employee,"Earnings and other stuff, of course",Nothing that I could list right now,Google
Project E,5.0,2020-06-29,Current employee,proactive work environment that helps its employees,grind environment can be overwhelming,Google
Market Research Analyst,4.0,2020-08-14,Current employee,pay is on time every month,i would prefer a more calm office,Google
Sdet2,5.0,2020-08-22,Former employee,Worklife balance  Good pay Good treatment of employees,Slow learning No opportunity for quantum computing,Google
Hardware Testing Engineer,4.0,2020-08-28,Former employee,No blame culture with an emphasis on positive behavior.,Constant management changes and restructuring.,Google
Catering Assistant,5.0,2020-09-08,"Current employee, more than 3 years","Fantastic, wonderful place and good environment",I don't have to say about it,Google
User Experience Lead,5.0,2020-09-17,Current employee,Care about the user and employees,Large company became more like corp,Google
Testing Engineer,4.0,2020-10-09,Current employee,really not bad company in our country,requires good level of english language,Google
Consumer Insights,5.0,2020-10-19,Current employee,"People, perks, culture, and more",Can't think of any cons,Google
Cs Engineer,5.0,2020-10-19,Current employee,"Wonderful Staff, challenging problems, and free food+meals","challenging people, slow progress overall",Google
Financial Controllers,4.0,2020-10-28,"Current employee, more than 10 years","Benefits, people, culture, opportunities, flexibility","Very big, bureaucratic, difficult to progress",Google
Software Enguneer,5.0,2020-11-14,Former employee,Best working environment and lunch.,I can't think of any of the cons,Google
Senior Procurement Manager,5.0,2020-11-18,Current employee,Culture and support the company provides,Long hours and extremely busy days,Google
Data Associate,5.0,2021-01-19,Current employee,Good when it comes to employee Management,Bad when it comes to timings,Google
It Professional,4.0,2021-01-22,Current employee,"Growth Time  Professional company Hansome pay,travel opportunity","Stagnancy,no growth ,long working hrs, lifestyle",Google
Software Development Engineer Ii,5.0,2021-01-23,Current employee,"some of the brightest colleagues, great mobility",miss the startup hustle sometimes,Google
Client Service Admisntrator,5.0,2021-02-06,"Former employee, more than 3 years",Good job for family orientated,Not enough to share at the moment,Google
Front End Cashier,5.0,2021-02-10,Former employee,Good company Good environment  Good staff Good help Very good,Nthg bad Must join Must join Must join,Google
Desktop Support Engineer,5.0,2021-02-10,Current employee,Company is good and easy going peoples,Nothing in cons they are good,Google
Client Administrative Spevialist,5.0,2021-02-15,"Current employee, more than 1 year",Great environment to work in.,Nothing much its all fine,Google
Field Service Engineer,4.0,2021-02-20,Former employee,fast smart elegant helpful nice,not getting paid enough for all the work done,Google
Senior Programmer,4.0,2021-02-23,"Former employee, less than 1 year",The people were very ncice,I disliked the management they were rude,Google
Senior Treasury Analyst,5.0,2021-02-25,"Current employee, more than 5 years",Work Life Balance is a Huge Plus,There is Nothing to Share,Google
Corp Dev,5.0,2021-03-13,Former employee,Opportunity and shots on goal,Big company with lots of red tape,Google
Vice President Of Innovation,5.0,2021-03-17,Current employee,"Great resources, benefits, pay, and team.",Long hours and big commitment.,Google
Trading Analyst,5.0,2021-03-17,Current employee,Lots of lowhanging fruit in commodity trading,Long hours and worklife balance,Google
Junior Marketing Assistant,4.0,2021-03-19,Former employee,"Learning googke mechanics, which imprpves the understanding",Alot of the same each day,Google
Wordpress Developer,5.0,2021-03-21,"Former employee, more than 1 year",good location  salary  environment  teamwork,teamwork managment  salary hr management catering so bad lost and found,Google
Software Developr,4.0,2021-03-29,Former employee,"Pay, time off, choice of work",Huge company not much personality,Google
Principal Enterprise Architect,5.0,2021-04-01,Current employee,The people are incredible to work with,"Some bureaucracy, but not too bad.",Google
Senior Adr,5.0,2021-04-13,Current employee,"Great pay, cultures and benefits.",Not that I can think of,Google
Senior Analytical Lead,5.0,2021-04-14,"Current employee, more than 5 years",Very good company to work for,No cons as such for Google,Google
It Consultant Intern,5.0,2021-04-23,Former employee,Good owner that runs a business,Hard transition to when owner bought it.,Google
Technical Analysis,2.0,2021-04-26,"Current employee, more than 5 years",Good bad new old existing destroyed,cool heat wet summer chill winter,Google
Informantion Systems,5.0,2021-04-26,"Former employee, more than 1 year",Great atmosphere and good pay,There were not really any cons,Google
Director Of User Experience,5.0,2021-04-28,Current employee,its google so it fun.,way to many people you might get lost,Google
Representative,5.0,2021-04-30,Former employee,I had a good time working there.,Everyone was welcoming and nice.,Google
Pre-Sales Consultant,4.0,2021-05-19,"Current employee, less than 1 year",good salary good mangers nice growth good environment,working time is more little stress ubnormal working time,Google
Head Of Agency Partnerships,4.0,2021-06-03,"Current employee, more than 3 years","Autonomy, innovation, impact, diversity, opportunity","Silos, politics, complexity, high expectations, internal competition",Google
Medical Specialist,5.0,2021-06-08,Current employee,Strong autonomy Opportunity for cross team collaborations,Difficult to navigate clinical development processes,Google
Steward,2.0,2021-06-13,Current employee,it is good to work at,extra working hours as a dis advantage,Google
Senior Pmm,5.0,2021-06-17,"Current employee, more than 8 years",Good colleagues Lots of freedom Deep thinking,Slower growth than before Can get too comfortable,Google
Bubble Tea Maker,3.0,2021-06-17,"Current employee, less than 1 year",tasty tea every evening morning,no much but still there are some,Google
Database Administrator (Database Administrator),5.0,2021-06-19,Current employee,good better best awesome energetic,bad worst no pay no sal no hike,Google
It Head,4.0,2021-06-23,"Current employee, more than 8 years",It is the best company to work with.,You must improve your skills,Google
Data Scientist Manager,5.0,2021-07-01,"Current employee, more than 10 years","Great Work life balance, learning opportunities","slow decision making, multiple management layers",Google
Global Finance Lead,3.0,2021-07-01,"Current employee, less than 1 year",The most important thing is Flexibility,one of the most cons is Low salaries,Google
Deployment Engineer,5.0,2021-07-06,Current employee,Lots of freedom   people are supportive,corporate burocracy  projects move slower,Google
Executive Full Stack Developer,5.0,2021-07-08,Current employee,All are good. great working culture.,Nothing to mention. Travelling is bit heavy.,Google
Iit Engineer,3.0,2021-08-04,Former employee,it was good but want to serve nation,what do I say know,Google
Exexcutive Assistant,5.0,2021-08-10,Current employee,They pay well above the industry standards,Work load is too heavy,Google
Senior Marketing Executive,4.0,2021-08-19,"Current employee, more than 1 year",Good work culture for fresher and experience,No cons found to me,Google
Marketing Administrator,5.0,2021-08-22,Former employee,wonderful wonderful always always always,none that i can think of right now,Google
Senior Ui/User Experience Designer,5.0,2021-08-24,Current employee,Really like the company at all,I do not have any cons,Google
Senior Customer Support Associate,3.0,2021-08-31,Current employee,On time Pay & benefits,No proper management Unrealistic IJP requirements Nontransparency,Google
Juicerista,4.0,2021-09-04,Current employee,Good team Good work ethics Great food Good vacation,Bad environment Pay not quite good,Google
Homemaker,4.0,2021-09-08,Current employee,Nice place to work and learn,None of them i have found out yet,Google
Head Of Sales Enablement,4.0,2021-09-14,"Current employee, more than 1 year","incredible talent, innovation, analytics, and more","long hours, nothing else to add",Google
Recurtier,5.0,2021-09-14,Former employee,Loved working for google  great time,Very long work hours at google,Google
Corporate Operation Excelence Engineer,5.0,2021-09-19,Current employee,Very Good!!! Thats all I think..,I think it's too much question :,Google
Senior Brand Manager,5.0,2021-09-28,"Current employee, more than 3 years",Google is the very best,Will have to think about it. No cons,Google
Business Solution Consultant,5.0,2021-09-29,"Former employee, more than 1 year",Amazing company to work at,"There is no cons, overall really good",Google
Senior It Analyst,5.0,2021-10-14,Current employee,"Good training, warm hearted employer",you don't earn much money. Too little time.,Google
Sodware Engineer L3,5.0,2021-11-14,Former employee,"Pay, networking, food, notoriety, tech",A lot of your time is coding,Google
Duty Manager,5.0,2021-11-22,Current employee,Great place to work full time,No work life balanced so many hiurs,Google
Account Managet,5.0,2021-11-24,"Current employee, more than 1 year",Great place to work really,Nothing to share here ,Google
Front-End React Developer,5.0,2021-12-01,Former employee,I love to work at Google,I am Happy to work at Google,Google
Senior Technical Architect,4.0,2021-12-05,Current employee,Its great to work at Google,I dont see any cons for working here,Google
Software Marketing,5.0,2021-12-06,Current employee,good to work in the internet place,lots of work during the week,Google
Wordpress Designer,5.0,2021-12-17,"Current employee, more than 1 year",Google is the best company.,There is no problem with Google company.,Google
Job #1 Member Service,5.0,2021-12-20,Current employee,Good Company I enjoy it,There are no cons to working here,Google
"""Vp"" Of Business Development",5.0,2021-12-22,Former employee,Great staff and great company environment,Limited resources and lack of funding,Google
Thermal Systems Engineer,5.0,2021-12-23,Current employee,take good care of employees,always busy and no downtime,Google
Product Person,5.0,2022-01-06,Current employee,Loved it and it was a great environment,Can get competitive at times,Google
Lead 3D Environment Artist,3.0,2022-01-31,Current employee,"A lot of fun, good people, good work in genral",Far away from my home,Google
People & Culture Navigator,5.0,2022-02-15,Current employee,Huge range of opportunities for career growth,Increasingly feels like a big company,Google
Client Director,4.0,2022-02-22,"Current employee, more than 1 year",high investment in people and culture,high expectations and long working hours,Google
Mba Student,5.0,2022-02-25,"Current employee, more than 1 year",Ggoooood project is these only,Thank you for contributing to the community.,Google
Software Engineer Level Iii,5.0,2022-02-28,Current employee,"Good WLB, perks, and benefits","Political, slow progress, and hard to get promoted",Google
Client Relationship Manager,5.0,2022-03-08,"Current employee, more than 10 years",Great perks and good culture,Commute and constant travel is pretty taxing,Google
Senior Internal Auditor,5.0,2022-04-07,Current employee,amazing company and great department,none that I can think of,Google
Recruiting,5.0,2022-04-13,"Current employee, less than 1 year",Great working environment and culture,Nothing to add here. Google is great,Google
Metrics And Reporting Senior Analyst,5.0,2022-04-27,Current employee,employee centric and stress free environment.,Nothing as such. Good to excel ourselves,Google
Finance Assistant,5.0,2022-05-12,"Former employee, more than 3 years",Happy hour and creche for babies,a lot of work no social life,Google
Transportation Manager,5.0,2022-05-17,"Current employee, more than 5 years","Good Pay, Great Management top tier",None that I can think of,Google
Chief Information Officer (Cio),4.0,2022-05-27,"Current employee, more than 5 years","Pay, people, equity, benefits, bonus",None that I can think of,Google
Fundraiser,5.0,2022-06-15,"Current employee, more than 1 year",Well worth the pay Awesome experience,Bad management  Work/ life ratio,Google
Custkmer Service,4.0,2022-06-18,"Current employee, more than 8 years","Good management, good breaks good holidays",Low holidays long hours bad humours,Google
Apprentice Electrician,2.0,2022-06-29,"Current employee, more than 1 year",Work full time the whole year,"No health benefits , no benefits at all",Google
Assistant Marketing,5.0,2022-07-12,"Current employee, more than 1 year","Fun, Nice people, Global Company, Good opportunities",Struggle between work life balance,Google
Door Monitor,1.0,2022-07-12,Current employee,Not much free time for love life,Physical fatigue from holding door open for Wealthy Ivy league snoots,Google
Site Ehs Manager,5.0,2022-07-20,"Current employee, more than 3 years","Great salary, benefits and bonuses",Workload can be challenging time to time,Google
Sde-1 Backend Developer,5.0,2022-08-07,"Current employee, less than 1 year",excellent work culture with other benefits,sometimes schedule get hectic due to work,Google
Assistant Operations Officer,4.0,2022-08-18,"Former employee, more than 1 year","Great support, atmosphere, and benefits",Sometimes you feel like an ant,Google
Internt - Software Developer,5.0,2022-08-24,"Current employee, less than 1 year","Nice, comfortable, family, nice people, and fun","Nothing, Nothing, Nothing, Nothing, Nothing",Google
Technical Implementation Manager,5.0,2022-09-04,Current employee,Supportive and latest technology in use,"Very big, middle managers etc",Google
Applications Engineer Iii,4.0,2022-09-09,"Current employee, more than 1 year",Good benefits Talented people Abundant learning resources,High bureaucracy Slow personal growth Work Life balance is team specific,Google
Accounttant,4.0,2022-09-16,"Former employee, less than 1 year",Great company with lots of room for growth,No downsides at the moment,Google
Consulting Intern,5.0,2022-09-18,"Former employee, less than 1 year",Really good to work with the company,Nothing to complain about that,Google
Corporate Territory Account Manager,5.0,2022-09-19,Former employee,Collaborative environment Lots of great persk,not enough space for work life balance,Google
Computer Hardware And Software,5.0,2022-09-19,Current employee,"Very easy onboarding, slow ramp up",So much infrastructure to learn!,Google
Software Engjneer,5.0,2022-09-21,Current employee,Good place to grow career,Bad environment for advancing on your own,Google
Tech Sales Associate,5.0,2022-10-03,Former employee,Great at all at the moment,None at all at the moment,Google
Junior Ux Designer,5.0,2022-10-06,"Current employee, less than 1 year",good working environment for entry level staffs,nothing bad at all there,Google
Communications,4.0,2022-10-07,"Current employee, more than 1 year",Goo team work nice staff,Bad time management and bad breaks,Google
Gernal Manager,2.0,2022-10-18,"Former employee, less than 1 year",make new new friend and it was better work,it was ok no not that good,Google
Corporate Communications Manager,5.0,2022-10-28,Current employee,The way they treat their employees,None so far coz it's good,Google
Assistant Manager In Training,2.0,2022-10-29,Former employee,Friendly environment Huge support from manager,Less salary Less growth and not good technology,Google
Clinical Operations Specialist,5.0,2022-11-08,Former employee,"Good environment, fun coworkers and flexibility.",Longer breaks to have during lunch hour.,Google
Ii V Years,5.0,2016-03-19,Current employee,"Great culture, smart, motivated employees","Can be cloistered, ivory tower",Google
Floor Controller,5.0,2016-11-07,"Current employee, more than 3 years",New Challenges Team Culture great benefits,Nothing Nothing Nothing Nothing Nothing,Google
Wash,5.0,2018-12-19,"Former employee, less than 1 year",Salary on time and Good emvironment,I did not find any cons.,Google
Pm Intern,5.0,2019-02-03,Former employee,"Smart people, good projects, great perks!","Large company, can be beauracratic",Google
It Help Desk Technician,4.0,2019-07-30,"Current employee, more than 1 year",enviornment was pleasant and friendly,commute was too far so I relocated,Google
Ios Dev,2.0,2019-09-26,Current employee,pay is good i like it,hours is not good i dont like it,Google
People Programs Manager,5.0,2019-10-21,"Former employee, more than 10 years",Awesome company to work for.,work life balance was a challenge,Google
Corporate Senior Staff,5.0,2020-01-22,"Current employee, more than 1 year","Smart people, great perks and comp","Huge company, feels really huge",Google
Agency Attorney I,4.0,2020-02-02,"Current employee, more than 1 year",Google has a very good working environment,There is limited growth opportunities,Google
Devsigner,5.0,2020-04-21,Current employee,Dream job with a great package,There is no inconvenient working there.,Google
Nail Technician,3.0,2020-04-23,Current employee,good for google at this time,not too bad for google at this time,Google
Sales And Marketing Manager,5.0,2020-05-11,Former employee,"work from home, great environment",no cons to report everything G,Google
Tech Engineer,5.0,2020-08-21,Current employee,nice food nice food nice food,no personal life sometimes it feels,Google
Full-Stack Web Developer,4.0,2020-09-12,"Former employee, more than 3 years",Pretty awesome but only less hours,not really too many cons,Google
Electrical Maintenance Manager,3.0,2020-10-31,Current employee,good place to work today,bad place to work on Monday,Google
.Net Developer,3.0,2020-11-06,Current employee,Its a great place to work at.,no cons at all place is ok,Google
Techlead,5.0,2020-12-13,Former employee,"Very good pay, interesting projects, friendly campus/worklife","Very, very tough technical Projects.",Google
Design Architect,5.0,2020-12-27,Current employee,"Great perks, pay, hours, etc..",Difficult to move up very quickly,Google
Store Clerk,4.0,2021-01-08,Current employee,is gud very nice I guess,Very hard work work condition bad,Google
Éstagiário,4.0,2021-01-09,Current employee,Good salary. Nice support for employees,Works too much all the time.,Google
Bizops Principal,5.0,2021-01-13,Current employee,Great all round place to work,Getting too large and bureaucratic,Google
It Executive,5.0,2021-01-15,Former employee,Work life balance Salaries good Life good Creativitiy Cool environment,Time ten eleven twelve thirteen fourteen,Google
Finance Administrator,5.0,2021-01-18,Current employee,Good experience working with high calibre individuals,Nothing that I can say!,Google
Master Plumber,5.0,2021-02-02,Current employee,Internet is faster than Apple's,Sell people's data which isn't very nice.,Google
Enigineering,4.0,2021-02-04,Current employee,Cool technology and great people,Big company and politics starts to add,Google
Negotiator,4.0,2021-02-08,Current employee,Base pay and perks are good,Culture is changing as company grows,Google
Data Sicentist,4.0,2021-02-11,"Current employee, less than 1 year",Good social connections and for fufure,"The tools are unique, supervision is minimal.",Google
Software Engineer Fresher,5.0,2021-02-23,Current employee,This company is good fine,The salary is better enough,Google
Gregger,3.0,2021-02-23,Current employee,Lots of dogs there for some reason,Not a lot of cats there,Google
Senior Customer Support Executive,5.0,2021-02-26,"Current employee, less than 1 year",Nice Facilities and great Infrastructure,None as of now for me,Google
Head Of Learning And Development Emea,5.0,2021-03-31,Current employee,Google is a Great place to work,"No cons, really great employer",Google
Paralgeal,4.0,2021-04-09,Current employee,"Great experience, many benefits, great team","Long work hours, but a good team",Google
General Administrator,5.0,2021-04-15,"Current employee, less than 1 year",Great benefits. Lots of flexibility.,Hard to communicate with other teams,Google
Bpo Executive,5.0,2021-04-18,Current employee,good place to wok at,none  no cons at this place,Google
Gsoc Manager,5.0,2021-04-19,"Current employee, more than 5 years",Amazing work environment and great benefits,Pays less than other companies,Google
Executive Team Leader - Logistics,4.0,2021-04-26,Current employee,rewarding a lot of freedom good pay,Advantages and disadvantages in above slide,Google
Digital Advertising Analyst,5.0,2021-04-26,"Former employee, more than 1 year","Free meal, Great Maternity Benefits",None that I can think of,Google
Associate Devops Analyst,5.0,2021-05-10,"Current employee, less than 1 year",Nice company to work for,No cons at all in the Company,Google
Rwra,5.0,2021-05-10,Current employee,Great Place to work.. Global company,All good here.. No issues,Google
Revenue Management Specialist,5.0,2021-05-11,Current employee,Great place to work for,No cons yet only been 1 year,Google
Talent Acquisition Strategist,4.0,2021-05-18,Current employee,"Innovative, collaborative, does the right thing","Constantly changing, lacks career progression/promotion support",Google
Investment Analyst,5.0,2021-06-01,Current employee,None I just wanna finish this,There were no cons working here,Google
Data Processor,4.0,2021-06-05,Former employee,"Very prestigeful reputation, good salary","Too competitive and stressful, long hours",Google
Data Developer,5.0,2021-06-24,Former employee,its google common!everthing is a pro,need to take it easy,Google
Company Director,5.0,2021-06-29,"Current employee, more than 3 years","A solid team, great place to work",None at this moment 👍🏽,Google
Senior Sap Consultant,5.0,2021-07-07,Current employee,"salary , flexible, team environment ,","location, limited office space and amenties",Google
Avp-Operations,5.0,2021-07-08,Current employee,Best to work with Google,there is no cons I found,Google
Analyst Programmeer,4.0,2021-07-13,"Former employee, less than 1 year","Nice working environment, nice colleagues.","Working extra hours, crowded area",Google
Sole Proprietor,5.0,2021-07-23,Current employee,"love working here, good benefits",I wish I had more food options,Google
Senior Web Solutions Engineer,5.0,2021-08-02,"Current employee, more than 8 years",Can make significant impact here,Hard to leave the job,Google
Vice President - Technology,5.0,2021-08-18,Current employee,good very good very good,not enough break didnt get paid enough,Google
Data Centre Technician,5.0,2021-09-01,Current employee,Spacious enough to inspire you.,Design is slightly bland due to architecture.,Google
