Job Title,Job Rating,Time,Job Status,Pros,Cons,Company_Name
Program Manager,4.0,2013-06-21,"Former employee, more than 8 years","1 Food, food, food.  15+ cafes on main campus MTV alone.  Minikitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day.  2 Benefits/perks.  Free 24:7 gym access on MTV campus.  Free self service laundry washer/dryer available.  Bowling alley.  Volley ball pit.  Custombuilt and exclusive employee use only outdoor sport park MTV.  Free health/fitness assessments.  Dogfriendly.  Etc. etc. etc.  3 Compensation.  In ~2010 or 2011, Google updated its compensation packages so that they were more competitive.    4 For the size of the organization 30K+, it has remained relatively innovative, nimble, and fastpaced and open with communication but, that is definitely changing for the worse.  5 With so many departments, focus areas, and products, in theory, you should have plenty of opportunity to grow your career horizontally or vertically.  In practice, not true.    6  You get to work with some of the brightest, most innovative and hardworking/diligent minds in the industry.  There's a ""con"" to that, too see below.","1 Work/life balance.  What balance?  All those perks and benefits are an illusion.  They keep you at work and they help you to be more productive.  I've never met anybody at Google who actually time off on weekends or on vacations.  You may not hear management say, ""You have to work on weekends/vacations"" but, they set the culture by doing so  and it inevitably trickles down.  I don't know if Google inadvertently hires the workaholics or if they create workaholics in us.  Regardless, I have seen way too many of the following: marriages fall apart, colleagues choosing work and projects over family, colleagues getting physically sick and ill because of stress, colleagues crying while at work because of the stress, colleagues shooting out emails at midnight, 1am, 2am, 3am.  It is absolutely ridiculous and something needs to change.  2 Poor management.  I think the issue is that, a majority of people love Google because they get to work on interesting technical problems  and these are the people that see little value in learning how to develop emotional intelligence.  Perhaps they enjoy technical problems because people are too ""difficult.""  People are promoted into management positions  not because they actually know how to lead/manage, but because they happen to be smart or because there is no other path to grow into.  So there is a layer of intelligent individuals who are horrible managers and leaders.  Yet, there is no value system to actually do anything about that because ""emotional intelligence"" or ""adaptive leadership"" are not taken seriously.  3 Jerks.  Sure, there are a lot of brilliant people  but, sadly, there are also a lot of jerks and, many times, they are one and the same.  Years ago, that wasn't the case.  I don't know if the pool of candidates is getting smaller, or maybe all the folks with great personalities cashed out and left, or maybe people are getting burned out and it's wearing on their personality and patience.  I've heard stories of managers straightup cussing out their employees and intimidating/scaring their employees into compliance.  4 It's a giant company now and, inevitably, it has become slower moving and is now layered with process and bureaucracy.  So many political battles, empire building, territory grabbing.  Google says, ""Don't be evil.""  But, that practice doesn't seem to be put into place when it comes to internal practices.  :",Google
Software Engineer Iii,5.0,2014-05-10,"Current employee, more than 1 year"," If you're a software engineer, you're among the kings of the hill at Google. It's an engineerdriven company without a doubt that is changing, but it's still very engineerfocused.  The perks are amazing. Yes, free breakfast, lunch, an dinner every weekday. Aaaaaamazing holiday parties at Waldorf Astoria, NY Public Library, MoMA, etc.; overnight ski trips to Vermont; overnight nature trips to the Poconos in the summer; summer picnics at Chelsea piers; and on and on and on. I don't see this going away unless the company starts hurting financially.  Speaking of which, the company is doing quite well, which reflects in bonuses and equity grants.  There a huge diversity of work ranging from defending independent journalism worldwide Google Project Shield to crisis response during disasters see Maps during Hurricane Sandy or Tsunamis, to the best machine learning experts and projects in the world, to more mundane revenuedriving projects in advertising, there's really something for everybody.  It's easy to move around within the company as long as you're in good standing the vast majority of engineers are.  The company is amazingly open: every week Larry Page and Sergey Brin host what's called TGIF where food, beer, wine, etc. is served, a new project is presented, and afterward there's an open forum to ask the executives anything you want. It's truly fair game to ask anything, no matter how controversial, and frequently the executives will be responsive.  No, nobody cares if you use an iPhone, Facebook, shop with Amazon, stream using Spotify, or refuse to use Google+. The company is amazingly open and flexible.  Neither pro nor con, but general information on worklife balance, promotions, and advancement.  Work life balance can be what you want it to be on most teams. Some teams are in more competitive sectors and require more crazy hours all the time  but very few of them. If you do what's expected, you'll be fine at least for a handful of years. Working a roughly 40 hour work week is possible, and many people do it. There are also people who are hypermotived and work like crazy just because they love it, or because they're competitive, or they want to get a promotion. If you work 40 hour weeks without putting in anything extra, you'll fall behind them as they advance and you stand still  and maybe that doesn't matter, so it works out for everybody. But at least know where you would realistically stand.  If you excel and work your butt off, you'll be compensated and promoted. If you let yourself be a code monkey, and just sit coding with your head down all day, you'll be fine but won't advance. A big complaint from some Googlers is about not being able to advance ""even at Google"" with pure coding. Sure, if you're the uber genius who created MapReduce and Bigtable, you're going to advance like a rocket without having to do anything but coding; but if you're like most engineers at Google  smarter than average, but just average compared to other Googlers  you're just a good coder and not revolutionary. Code monkeys are important to actually get stuff done, and to be sure you absolutely need to be a good coder as a software engineer it's the minimum requirement, but code monkeys won't advance because they're not leaders and they're easy to replace. To get promoted you need to lead and do more than just code. There are plenty of ways to lead other than being an official tech lead, so this isn't actually _that_ hard, so the real point is just that you can't just sit there coding what other people tell you to code all day and expect to advance."," It is becoming larger, and with it comes growing pains: bureaucracy, slow to respond to market threats, bloated teams, crossdivisional tension though nothing remotely approaching that of Microsoft's internal tension.  The quality of the engineers is possibly dropping, but possibly not. It's hard to get real metrics, because as the absolute number of people grows, naturally the number of bad apples grows; as a percentage it's supposedly the same as it ever was, but with larger numbers of poorer quality engineers it just _feels_ like things might be changing for the worse.  Also with growth means more internalconfidential data leaks again, because of the raw numbers of people  product announcements being ruined, etc. That means the company has to be tighterlipped internally to avoid leaks, which makes things less open. It's still an amazingly open place, but less so than it was even a couple years ago. The good thing is they recognize it and actively look to improve things because they know how important it is to keep the good culture.",Google
Anonymous Employee,5.0,2015-02-08,Current employee,"You can't find a more wellregarded company that actually deserves the hype it gets.  You'll work on cutting edge projects / solve important issues that impact your community and the world  You'll meet interesting people who are your colleagues, managers, and senior management.  You'll open the paper and see your company in the news almost every day, and read about projects you're working on, which is a cool thing  You'll see Larry and Sergey at TGIF and you'll admire how they lead the company. They are brilliant, goofy, low key but intense, and likeable.   There are 22 cafes more or less, the food is excellent, and it's free.  Your pay will typically be competitive, though it needs to be tweaked up a bit since the economy has improved.  Google cares about how it treats its employees.  The campus is like an academic campus in many ways.  There are tons of activities on campus, like authors speaking about their books, films after work, and gyms where you can work out  but you'll need to make sure to carve out time to do these things.  You'll get plenty of external validation from people who suddenly think you're smart and rich because you work there, even if you're not rich and you're as smart when you didn't work at Google.  If and when you leave, you'll never regret having that company on your resume. It opens doors.   The company is flexible  if you're lucky, you won't have a micromanager boss and you can be somewhat flexible in how you work  but don't get me wrong  you'll work a LOT. But you don't have to do all of it chained to your desk.","I live in SF so the commute can take between 1.5 hours to 1.75 hours each way on the shuttle  sometimes 2 hours each way on a busy day or rainy day. That means being on the bus for 34 hours PER DAY. It's a wired bus though which means you can work on the way to Mountain View. But it can feel brutal.  Your first year or two are really important in terms of your career at Google and they affect how you're viewed, and your ability to be promoted. You should always ask to work on high profile projects. If you don't get them, don't expect to get high ratings or get promoted. Always volunteer for cross functional group work for maximum exposure, and then work hard at those things.  You'll likely work on something that no one will explain to you and it will take you at least a year to be comfortable doing what you're working on, even if you're super quick at learning.  No one has time to train you or teach you what you're doing  which is kind of hard.  After two or three years, people you started out with at Google start to get promoted. If you're not one of them, you'll wonder why and how it happened, and that process is somewhat political and not always clear.   It's a big company now. And super political. So don't be naive. Expect some people to be catty, some people to be territorial, and be prepared to be mentally tough. Don't let people see your vulnerableness. It's a Darwinistic culture with a huge dose of 30something idealism on top which can fool you into thinking that people are easygoing  they're not. They're driven. If you're not driven, you're not going to fit in.  When you start at Google, it seems like peer reviews are super important  they are, but they are the sprinkles on the fro yo. The important thing is that your direct manager knows your work, likes your work and likes you, and then you can get promoted. If your boss doesn't like you, all the positive peer reviews in the world won't help you.  Make sure you know what your boss wants, and give it to them. You will have weekly one on ones, and make sure you are addressing your performance at each one, asking if they have questions, how you can improve, can you work on cross functional projects, etc.  It's really hard to find work life balance at Google. The workload is huge.   I hardly have time to work out. The commute is brutal. My family sometimes needs more from me and I can't give it. I'm still trying to find the balance. I think I need more down time than most people so I have a hard time being structured every day to fit all the things I want into my day, so a lot of things slip, like working out.",Google
Software Development Engineer (Sde),4.0,2025-07-28,Former employee,"Google is also known for offering generous benefits, a flexible work environment, and a focus on personal development and learning. The diversity of projects and the impact their work can have globally is another big draw for those who work there. Would you like to know more about specific aspects of Google's work culture","While many employees enjoy working at Google, some challenges have been reported by others. These can include: 1. High Expectations: Google has a reputation for hiring top talent, which means there's often pressure to meet high expectations and deliver results quickly.  2. Intense Workload: The fastpaced, constantly evolving nature of the tech industry can result in long hours or a sense of burnout for some employees. 3. Internal Competition: With such a large pool of talented people, some individuals might feel a competitive atmosphere that can be stressful. 4. WorkLife Balance: While Google offers flexible work options, the sheer volume of work and the company's fast pace may make it challenging for some employees to maintain a balance between work and personal life. 5. Bureaucracy and Hierarchy: Despite its reputation for innovation, the company is still large and can have bureaucratic layers that may slow decisionmaking or innovation for some teams. Of course, these experiences can vary widely depending on the team, role, and individual preferences.",Google
Account Manager,1.0,2025-07-08,"Former employee, more than 1 year","Benefits, Colleagues, Pay, Dog friendly and free food. Overall its a great environment with plenty of perks, amazing people and opportunities to move and learn.","Everything here depends on your direct manager. You will either get a genuine leader who invests in your growth and success or a someone who pretends but is only there to make themselves look good and will actively make your life hell to push you out.  Holier than thou attitudes of middle managers make it very a very toxic and twofaced environment. If you don't follow blindly you will be pushed out of the company under the facade of ""support"".   Expectations seem to be different for people in the same role depending on if a manager likes you or not.  Untrustworthy people in influential positions who play the politics game instead of actually serving customers.   HR dont take reports of bullying and discrimination seriously enough.  They don't actually care about customers and doing things the right way, its a fake customer first mindset while you're forced to shove products down businesses throats even though it could ruin their business.  Overall  be very cautious of the people around you, because behind the smiles, fake ""we're a team and support each other"" talk and ""Googliness"", there are some who want you to fail.",Google
Software Engineer,5.0,2025-07-30,Current employee,"Strong Compensation Package – Competitive salary, annual bonuses, and significant stock grants RSUs.  Prestige and Career Credibility – Being a Google SWE III adds weight to your resume and can open doors at top tech companies.  Impactful Work – Opportunity to work on products that affect billions of users Search, YouTube, Ads, etc..  Learning and Growth – Access to internal courses, tech talks, mentorship, and exposure to highquality engineering practices.  Engineering Culture – Strong code review practices, robust testing frameworks, and emphasis on design and scalability.","Slower Career Progression – Promotions, especially from L4 SWE III to L5, can take years due to high performance bars.  Bureaucracy and Red Tape – Decisionmaking can be slow, with many layers of approval and process.  Legacy Systems and Complexity – Working on huge, old codebases with heavy dependencies can be frustrating.  Narrow Scope of Work Team Dependent – Some teams may have less room for creativity or ownership due to large org structures.  Performance Review Pressure – Google’s calibration and performance review system can feel political or stressful.",Google
Staff Engineer,5.0,2025-07-27,"Current employee, more than 8 years","Working at Google has been one of the most rewarding experiences of my career. The company truly invests in its people from worldclass learning resources and internal mobility opportunities to an inclusive culture that encourages innovation and collaboration. I've had the chance to work on cuttingedge products with some of the smartest, kindest colleagues in tech. Leadership is thoughtful, the mission is meaningful, and the scale of impact is unmatched. If you're looking to do purposeful work while continuing to grow professionally, Google is an incredible place to be.","If I had to name one drawback, it would be that navigating such a large organization can sometimes be challenging. It takes effort to align crossfunctionally and ensure your work is visible in such a big ecosystem. That said, once you learn how to navigate it, the opportunities are endless.",Google
Product Manager,5.0,2025-05-23,Current employee,"High Impact & Scale  You work on products that impact billions of users, which is rare and immensely rewarding.  Strong PM Community  Google's PM org is mature, wellstructured, and full of toptier talent—great for learning and mentorship.  Resources & Support  Access to top engineers, researchers, designers, and tools. Google invests heavily in product development.  Career Growth Opportunities  Clear career ladder with opportunities to move across teams or grow into senior leadership roles.  DataDriven Culture  Heavy emphasis on A/B testing, user research, and analytics—great if you're analytical and metricsdriven.  Prestige and Resume Value  Being a PM at Google is a strong signal to future employers and helps open doors across the industry.  Compensation & Benefits  Highly competitive salaries, equity, generous benefits, healthcare, and parental leave.  Innovation Culture  Opportunity to work on cuttingedge AI/ML, infrastructure, and new products like Google Cloud, Android, Search, etc.","Complex DecisionMaking  Large orgs mean decisions often require alignment across multiple stakeholders and can be slow.  Scope Limitations  PMs may find their scope narrow or very specific, especially in large, mature products.  EngineeringLed Culture  Google has a strong engineering culture, which can sometimes reduce PM influence in product decisions.  Bureaucracy  Can feel corporate and processheavy, especially compared to startups or smaller companies.  High Expectations  The bar for performance is very high, and there’s pressure to constantly prove your impact.  Internal Competition  Promotions and top projects can be competitive. Visibility matters, and selfpromotion is sometimes necessary.  Less Autonomy in some roles  In wellestablished teams, PMs may not have the autonomy to define the full product vision or roadmap.  Geographical Constraints  Some of the most exciting projects are tied to specific locations like Mountain View, which can limit flexibility.",Google
Senior Program Manager,3.0,2025-07-20,"Current employee, more than 8 years","Strong legacy and brand – Still carries a powerful global reputation that can boost your resume. Smart, talented coworkers – Historically attracted some of the best minds in the industry. Great compensation and benefits – Pay, stock options, and perks like food and healthcare are still competitive.","Loss of innovation culture – The once nimble and visionary culture has given way to risk aversion and red tape. Management bloat and politics – Leadership changes, reorgs, and layers of bureaucracy have slowed execution. Low morale and instability – Frequent layoffs, reorgs, and unclear direction have affected employee trust and motivation. Career growth is uneven – Promotions can feel political or opaque; fewer meaningful opportunities to grow. Declining worklife balance – Depending on the team, pressure and expectations have increased without added support.",Google
Administrative,2.0,2025-06-19,"Current employee, more than 3 years","The pay is highly competitive, and the perks are hard to beat—definitely one of the few places where the benefits package still feels generous. You’ll work with some incredibly smart, talented, and downtoearth people who make the daytoday bearable. Some tools and internal systems are welldeveloped and efficient, which helps get things done faster when politics aren’t in the way.","Extremely bureaucratic and heavily political environment where who you know often matters more than what you do. There’s a constant cloud of looming layoffs, creating anxiety and instability across teams. Leadership is uninspiring at best, incompetent at worst—nepotism runs rampant, and accountability is nonexistent for people who play the “nice” card, regardless of performance.  The “golden handcuffs” are real. What once felt exciting and promising now just feels like a highpaying trap. The culture has taken a sharp nosedive, and morale is visibly deteriorating.",Google
Trading,5.0,2025-08-03,"Current employee, less than 1 year","Strong training and development  Highperforming team environment  Clear growth opportunities  Meaningful, challenging work",Demanding pace and performance expectations but rewarding for the right person,Google
Engineer,5.0,2025-07-31,Current employee,"Advantages High  salary and good benefits: Google offers generous compensation, enabling employees to earn substantial income. Additionally, the company provides outstanding welfare facilities, such as on  site swimming pools, world  class gyms, various sports classes, weekly massages, delicious and healthy meals, and on  site medical care, which contribute to employees' high  quality lifestyle. Strong technical strength and learning opportunities: As a world  leading technology company, Google possesses cutting  edge technologies. Employees have the chance to access and learn these advanced technologies, enhancing their technical skills and professional competence. They can also gain valuable experience in dealing with complex engineering problems and world  class crisis management and debugging. Good work  life balance: Google emphasizes a healthy work  life balance, allowing employees to maintain a relatively reasonable working hours and workload, which is conducive to their physical and mental health and the balance between work and life. Positive corporate culture and excellent colleagues: The company has a positive corporate culture that encourages creativity and innovation. Employees can collaborate with talented professionals from diverse backgrounds, which not only promotes teamwork but also broadens their horizons. Abundant career development opportunities: Google is committed to the personal and professional development of employees, providing various training programs and workshops. Employees have the opportunity to be promoted and can also explore different job roles and projects within the company, which is helpful for their career growth.","Disadvantages High  pressure work and high cognitive load: Some positions at Google, such as site reliability engineering, may involve long  term on  call work, which can cause stress to employees and disrupt their sleep. Moreover, Google's technical systems are extremely complex, and employees need to remember numerous systems and technologies, facing a high cognitive load. Unclear career progression: Career progression at Google can be challenging and depends a lot on the specific projects an employee is involved in. Some employees may find themselves stuck at a certain level, such as level 5, with limited opportunities for further promotion. Serious internal politics: As the company grows, internal politics may become more prominent. In some aspects, such as performance management and recruitment, managers may need to engage in a lot of negotiation and manipulation, which can affect employees' work enthusiasm and morale. Cultural differences and marginalization of non  US employees: Google has a strong US  centered culture. Employees who do not work in the US and do not have much influence in their locations may feel isolated or marginalized, and may also be troubled by late  night meetings due to time zone differences. High  intensity competition: Google hires a large number of outstanding talents, resulting in fierce competition among employees. Everyone is highly qualified, and employees need to work hard to stand out, which may bring a lot of pressure.",Google
Software Engineering Manager,5.0,2025-08-06,"Current employee, more than 5 years", strong talent in engineering all around   great culture compared to peer big tech companies," culture may have dipped a little compared to past Google, but still great when compared to current big tech peers",Google
People Consultant,4.0,2025-08-06,"Current employee, more than 3 years",Benefits are one of the best in the industry,"The only thing constant with Google is change, reports happening all the time. Business managers are not capable of leading their teams.",Google
Software Engineer Swe Iii,5.0,2025-08-05,"Former employee, more than 5 years"," above average healthcare insurance medical, vision, dental  day 1 green card application  free food and drink"," nonAI ppl will take huge hit, but same for all other companies",Google
Applications Engineer,5.0,2025-06-23,"Former employee, more than 3 years","Google provides a lot of benefits to its employees like free food,  gym,  swimming pool,  sleeping pods,  massage, comprehensive health insurance,  401K, etc.  Work is mostly chill, although you need to have some launches in each 6monthly perf review and be in the good books of your manager and TL to get a good rating. Annual bonus,  base increment and stock refresher are tied to your perf rating","Need to have 2 interview rounds if you want to switch to SWE role  Company has grown very big now,  with 150k+ employees. This has brought with it a lot of bureaucracy and politics. So it would be great if you know how to navigate some of this There is this thing called golden handcuffs.  You can become very attached to the benefits and wlb at the cost of not growing at a pace that you would at a startup",Google
Software Engineer Apprentice,4.0,2025-08-05,"Former employee, more than 1 year",access to incredible opportunities to work as an actual software engineer. 2 different teams,"no way to apply internally to jobs, had to apply externally without a designated path for employment",Google
Datacenter Technician,1.0,2025-06-06,"Former employee, more than 10 years",Some pretty cool people work there.,"Horrible management. Low performers get away with doing nothing and still get decent performance ratings while high performers are only rewarded with more work for the same pay and often get low ratings. Managers have no idea what any of their direct reports actually do on a daily basis. They also play favorites and micromanage the people they don’t like. Long history of friends/significant others reporting to and being directly managed by each other  huge conflict of interest there but no one says anything. Promotion process is ambiguous and unclear, requires selfnomination, and there is a set quota for how many people can receive each rating. Used to be a cool, fun place to work but more and more amenities and privileges are taken away every year. Many longterm employees have rage quit mid shift, never to return again. They are laying off and firing hundreds of longtenured employees while actively interviewing and hiring their replacements and the caliber of people they’ve been hiring lately is…questionable at best. An absolute shitshow. 0 stars, do not recommend. Mental health/wellbeing and morale are at an all time low and it’s only going to get worse as they continue to go the way of the rest of corporate America.",Google
Software Engineer (Swe Ii),5.0,2025-08-06,Current employee,"WLB, interesting work, coworkers, management looks out for you",Slow progression. May take a while for you to get promoted.,Google
Technical Solutions Engineer,3.0,2025-08-06,"Current employee, more than 3 years","Good place to learn, opportunities for growth in some teams","No longer a paymaster in india, low promo opportunities, better pay in other companies",Google
Senior Software Engineer,5.0,2025-08-06,Current employee,good pay and working conditions,too tiring to work and a lot of burden,Google
Software Developer,5.0,2025-08-06,"Current employee, more than 1 year", great people to work with, there is too much burocracy in the org,Google
Cloud Engineer,5.0,2025-08-06,"Former employee, less than 1 year",Learnt a lot. A lot.,Wasn't really any cons at all,Google
Dfm Engineer,5.0,2025-08-05,"Current employee, more than 3 years","Excellent ambience, amenities, food, office, spaces and benefits.",It takes longer than expected to move to another level.,Google
Sde1 Entry,5.0,2025-08-06,"Current employee, less than 1 year",good work culture and good salary,heavy work and heavy stress,Google
User Experience Designer,4.0,2025-08-05,"Current employee, more than 3 years",You'll work with the smartest collection of people anywhere,Sometimes the politics can be highly inefficient,Google
Software Engineer Ii,5.0,2025-08-05,"Current employee, more than 5 years", work with smart people  great benefits  interesting projects, no remote work options  lots of oversight for complying with hybrid inoffice schedule,Google
Technical Recruiter,3.0,2025-08-06,Current employee,Compensation packages are great compared to most places,There is a lack of career development,Google
Janitor,5.0,2025-08-06,Former employee,Nice bathrooms to clean 👌,People make bathrooms bad yk,Google
Solutions Engineer,5.0,2025-08-06,Current employee,Amazing opportunity  Great culture  Good work life balance,No cons at the moment,Google
Ai Cloud Engineer,3.0,2025-08-06,"Current employee, more than 1 year",food and benefits are good,"too much work, less salary. No promos.",Google
Scaled Operations Manager,5.0,2025-07-31,"Current employee, more than 10 years","Great people to work and collaborate with, high scope to contribute to world changing products and services. Respectful and amazing culture","Vulnerable to tech industry disruptions and layoffs, becoming more hierarchical over the years",Google
Business Analyst,5.0,2025-08-05,Current employee,Love the name brand and benefits,Nothing spectacular going on What you see is what you get,Google
Senior Manager,5.0,2025-08-05,"Current employee, more than 10 years","Great benefits, great cultura and competitive pay","Top big, too complex and lesse career opportunities",Google
Silicon Design Engineer,4.0,2025-08-05,Current employee,Good employee friendly company. Food and benefits are nice,Remote is not available as others,Google
Sofwatre Engineer,5.0,2025-08-05,Former employee,good work culture and life balance,nothing as of now its a good company,Google
Data Analyst,5.0,2025-08-05,Current employee,Great office culture with friendly seniors,Can improve salary for freshers,Google
Kak,5.0,2025-08-05,Former employee,It is good to start,It is long hours at start,Google
Senior Ai Engineer,5.0,2025-08-05,"Former employee, more than 3 years",Good company overall. Good benefits,Not much. Highly recommend. Good environment,Google
Software Engineer L4,3.0,2025-07-22,"Current employee, more than 10 years",Has catered food and pretty good comp package.,All corporate policies are totally inflexible.  Remote work is completely over.  Constantly feels like layoffs just around the corner.  Zero reassurance or receptivity from senior management on any issue.  Companywide morale is meh at best.,Google
Data Scientist,5.0,2025-08-03,"Current employee, more than 3 years", Awesome colleagues  Awesome work  Awesome food, Hiring slowdown in current times,Google
Sofware Engineer Ii,5.0,2025-07-26,"Former employee, more than 5 years","Perks, benefits and overall supportive atmosphere.","There is a huge effort to remove all bias from decisions and make everything work in an ideal way. This, itself, is not bad, but there are times where the logistics that go into it feel very cumbersome and time consuming.",Google
Senior Account Strategist,5.0,2025-07-28,"Current employee, more than 5 years",Amazing benefits. That’s probably the #1 reason I stay. Good product.,Sales team is getting too intense. They have been requiring us to work weekends and we aren’t allowed PTO in Q4,Google
Senior Creative Lead,4.0,2025-07-28,"Former employee, more than 1 year",Great on your resume.  Good if you're interested in learning how to politic. Interesting to see behind the curtain. Positive/negative experience seems very team to team/producttoproduct.,Sooo much bureaucracy.  People more interested in protecting their slice of the pie than doing what's best.,Google
Customer Service Representative (Csr),4.0,2025-08-04,"Current employee, more than 1 year","plenty of perks, people, growth opportunities",keeping up with targets and KPIs,Google
Graphic Designer,3.0,2025-08-05,Former employee,good very much good ok,good very mid hours work,Google
Business Development Senior Manager,4.0,2025-08-01,"Former employee, more than 5 years","Nice campus, products touch a lot of people, mostly nice people","Politics, so many internal meetings",Google
Recruiter,5.0,2025-08-03,Former employee,Flexibility to work high pay,Limited growth in recruiting and development,Google
It Support Specialist,5.0,2025-07-02,Current employee,"Google provides a worldclass working environment with access to toptier tools, documentation, and internal learning resources. The culture is inclusive and innovative, and support staff are treated as an important part of the ecosystem. Benefits such as wellness programs, meal support, and flexible work policies are truly excellent.",The scale of internal systems can be overwhelming at first. Career advancement within support functions can be slower unless you actively network or switch teams. Some processes are rigid and require time to learn.,Google
Product Marketing Manager,3.0,2025-06-24,"Current employee, more than 3 years","Very competitive pay in marketing Great and smart colleagues Good benefits Occasional onsites and travel Relative flexibility RSUs, firm likely having a good prospects with all the AI fad","Tons of approvals and processes, little autonomy in decisionmaking hindering creativity and slowing down progress Teams creating meaningless work for work to justify their role Constant layoffs worldwide, colleagues being laid of left and right creating a hostile environment Perfomance culture in a negative way  managers pushed to give worse performance reviews to a higher number of people to demotivate teams Toxic middle management  care about flashy presentations for senior management, not caring about the actual strategy and wellbeing of the teams Very slow career progression in some regions Work/life balance becoming less and less important in the company",Google
Software Engineering Manager Ii,4.0,2025-07-07,"Former employee, more than 10 years","Amazing peers Opportunities to have impact on billions of people and/or billion dollar businesses Nice perks like a good gym, massages, nice food, etc.",Low trust between management and employees High levels of bureaucracy and politics Very slow to get things done,Google
Project Manager,5.0,2025-08-01,"Current employee, more than 10 years",Learning opportunities is very informative and very good culture,Excellent learning opportunities fo your future growth,Google
Senior Account Manager,4.0,2025-07-22,"Former employee, more than 5 years","Great working environment, surrounded by exceptional colleagues, everyone is a high performer, the benefits are incredible and in general there is an open communication and understanding","Work could feel redundant after a point, the company is becoming more and more hierarchical with fewer opportunities to take initiatives and it is shifting towards a more corporate culture",Google
S S E(Senior Software Engineer),4.0,2025-08-04,"Current employee, more than 1 year", Cool tech  Big Community, Politics  Massive Codebase,Google
Account Strategist,4.0,2025-07-27,"Current employee, more than 3 years",Have good reputations among people and people value the employees of Google. Huge tech company that gives competitive salaries and stocks,The company is too big for the employee outside of the US to influence,Google
Staff Software Engineer,5.0,2025-04-30,"Current employee, more than 3 years","Meaningful Impact at Scale: Few places in the world offer the opportunity to build and influence products used by billions daily. Whether you're working on Search, Android, AI, or Cloud, the reach and responsibility are immense. TopTier Colleagues: Google attracts some of the brightest minds in the industry. Collaboration here is a joy—engineers, designers, PMs, and researchers constantly push each other to improve and innovate. Strong Engineering Culture: The technical infrastructure is worldclass, and there’s a genuine commitment to code quality, performance, and longterm maintainability. Internal tools are powerful and wellsupported. Learning and Growth: There’s no shortage of opportunities to grow. You’re constantly exposed to cuttingedge research, internal tech talks, and mentorship from industry veterans. Flexibility and Benefits: Generous compensation, excellent healthcare, parental leave, and workfromhome flexibility make it one of the best places in terms of worklife balance, especially postCOVID.","Large Company Tradeoffs: Decisionmaking can be slow, especially when multiple layers of review or crossorg alignment are required. It’s easy to feel like a small cog in a massive machine if you're not on a flagship product. Promotion Process: While the bar is high for advancement which ensures quality, the calibration process can feel opaque or political at times.",Google
Marketing Product Manager (Pmm),3.0,2025-08-02,"Current employee, more than 3 years",Decent pay  typically nice people,No upward mobility  promotions are rare and political,Google
Data Coordinator,4.0,2025-08-03,"Former employee, less than 1 year","Good work lifebalance, Atmosphere, Commodities","Work Culture, Corporate Politics, Work stress",Google
Qa Engineer,1.0,2025-05-22,"Current employee, more than 3 years","GOOGLE FI: Interesting technical stack, but manager doesn't allow to explore it deeply and understand the system","GOOGLE FI: The manager creates deeply toxic, feardriven environment. QA processes and requirements change every day based on mood, no logic. Yesterday's rules is incorrect today. No clarity, only chaos and blame. QA engineers are not allowed to write test cases unless they belong to a loyal inner circle. These favorites often lack basic skills, but their work is protected. QA Engineers even not allowed to file a bugs without favorite's approval. Every minute of the day is tracked in the spreadsheet  everything you do is counted, leaving no space for breathe. No trust! It completely disregards Google's own Workspace culture. If your mental health is matter, stay away from Google Fi. It's a toxic environment where people burn out in silence.",Google
Silicon Physical Design Engineer,5.0,2025-08-02,"Current employee, less than 1 year",Good company benefits for employees,Bad culture promotes bureaucratic environment.,Google
Vp Of Sales,4.0,2025-08-03,Former employee,Great place to work yay,I’m like the cool solace,Google
Translator,5.0,2025-07-20,"Current employee, less than 1 year","Flexibility and WorkLife Balance,  Continuous Learning, Diverse Projects, . Potential for High Income.","Guilt and Anxiety, Fewer Benefits Outdated Skills",Google
Dhruv,5.0,2025-07-13,"Current employee, more than 1 year",Fast and Accurate Search Engine,1. Privacy Concerns 2. Ads and Commercialization,Google
Ux Researcher,4.0,2025-07-30,"Current employee, more than 3 years","usercentered company, healthy work culture","Decisions are made without clarity because of the size of the organization, layoffs are brutal",Google
Ad Specialist,5.0,2025-08-02,Current employee,good company to work for,no progression much at company,Google
Account Executive,5.0,2025-08-01,Former employee,They care and They pay you very well.,Middle management could be better,Google
Account Planner,5.0,2025-07-31,"Former employee, more than 10 years",Miss it all the time. Great Culture. Benefits and Comaraderie,Can have some whiplash strategically,Google
Sales Representative,5.0,2025-07-31,Former employee,"friendly working environment, dog friendly",mainly advertising / cloud sales in HK,Google
Solutions Consultant,5.0,2025-07-29,Current employee,great benefits and company culture,layoffs have really hit the company hard and have people feeling low job security.  Push for AI is overdone,Google
