Job Title,Job Ratings,time,JobStatus,Pros,Cons
Datacenter technician,5.0,"May 3, 2020","Current employee, more than 3 years","Great people, free food good benefits",Commute might be painful depending on where you live
Engineer,5.0,"May 7, 2020","Former employee, more than 1 year",Fun place to work with good perks,"Too big of a company, hard to stay motivated"
Associate research manager,5.0,"May 13, 2020",Current employee,Brilliant team members and great perks,"Commute is aggressively long, but shuttle is nice."
Intern marketing,5.0,"May 21, 2020","Former employee, less than 1 year","Great environment, nice colleagues always willing to help","Nothing to complain about, everything is great"
Vice president operations,5.0,"May 25, 2020",Current employee,best company to work for,no such cons found except fun
Hardware operations engineer,5.0,"May 26, 2020","Former employee, more than 5 years",True Amazing work life balance,You should trace your own carrier path
Analytical lead,5.0,"May 26, 2020",Former employee,"Top-tier benefits, incredible resources, smart people",Spoils you for future jobs; some entitled former employees
Software engineer,3.0,"May 27, 2020","Current employee, more than 5 years",Pay and benefits are excellent.,Company culture has declined. Career advancement requires luck.
Software engineer,5.0,"May 27, 2020",Current employee,Fantastic Culture - lots of benefits and friendly people,Extremely competitive - be prepared to work
Software engineer,5.0,"Jun 2, 2020","Former employee, less than 1 year","Good work-life balance, pay and benefits",Can't think of anything right now
Research engineer,4.0,"Jun 3, 2020",Former employee,good salary and not too much workload,"much politics, not focus on research and development"
Account strategist,5.0,"Jun 10, 2020","Former employee, more than 5 years","Fun, lots of learning, talented colleague","Can be hierarchical, no work life balance"
Designer,5.0,"Jun 12, 2020","Current employee, more than 1 year",Great place love working here,Lots of work sometimes it gets intense
Software engineer,5.0,"Jun 16, 2020","Former employee, more than 1 year","Incredible people, incredible attention to details, state-of-the-art tech","Very big company, small cog"
Intern,4.0,"Jun 17, 2020","Former employee, less than 1 year","Good management, cultural, leant a lot",Probably the first job i have nothing negative to say about
Software engineer,4.0,"Jun 20, 2020",Current employee,Great work environment and benefits,"Very large company already, lost a bit of the startup culture"
Human resources,5.0,"Jun 20, 2020",Former employee,Good and loved the company yayyyyy to google,Work balance need more work balance
Customer service representative,5.0,"Jun 23, 2020",Former employee,It’s a good place to work I suppose,There aren’t that many downsides
Administrative manager,5.0,"Jun 26, 2020",Former employee,Good people to interact with,Tough to move up the ladder
Software engineer,5.0,"Jun 27, 2020",Former employee,"Environment, Knowledge, Flexibility, Fame, Experience",There's no cons acc to me
Account manager,5.0,"Jun 30, 2020","Current employee, more than 1 year","Best school for advertising, amazing culture, great opportunities to grow",Promotion process can be slow
L3 engineer,5.0,"Jul 7, 2020","Current employee, more than 3 years",Great place to work for with benefits,nothing really that much thats bad
Marketeer,5.0,"Jul 8, 2020","Former employee, more than 1 year",great company culture and benefits,fast changing environment asking for adaptation constantly
Media solutions specialist,5.0,"Jul 9, 2020","Current employee, more than 3 years",great perks and office ammnities,super competitive. No scope to slack off
Software engineer,4.0,"Jul 10, 2020",Current employee,Most advanced tech. Best place to work in,Low salary for business interns.
Senior applications engineer,5.0,"Jul 11, 2020","Current employee, more than 5 years","Many smart people, great engineering","Company is slowly becoming slow, bureaucratic, losing agility"
Software engineer,5.0,"Jul 14, 2020","Current employee, less than 1 year","- people oriented
- better WLB
- best infra","- slow iteration pace
- too large"
Retail manager,5.0,"Jul 23, 2020",Current employee,Fun and friendly with clear objectives,Fast paced with off hour work sometimes required (with pay)
Sales,5.0,"Jul 27, 2020",Former employee,"Good culture
Good benefits 
Friendly coworkers","Big company, so hard to make a difference."
Software engineer (swe ii),5.0,"Jul 29, 2020","Current employee, less than 1 year",Free food was very good,Food was not always free
Software engineer (swe ii),5.0,"Aug 9, 2020","Former employee, more than 1 year",You can cooperate with smart people around the world,It's too easy to get fat here.
Software engineer,5.0,"Aug 9, 2020","Former employee, less than 1 year",Talented people with great skills. Learned a lot,It got too big to perform creatively
Senior software engineer,5.0,"Aug 10, 2020","Current employee, more than 3 years",Highly competitive and technical work.,Career growth is slower compared to other companies.
Sde1 - web developer - react,5.0,"Aug 16, 2020","Current employee, less than 1 year",great tasty food is served!!,the food is super tatsy!!
Swe intern,5.0,"Aug 18, 2020",Former employee,"Great comp, food, work, coworkers","large company, easy to feel like a cog in the machine"
Software developer,5.0,"Aug 20, 2020","Former employee, more than 1 year",Great flexibility and the pay is pretty good,Boring and the work load can be overwhelming
Backend developer,5.0,"Aug 21, 2020","Current employee, less than 1 year","Best in industry , best ever",there are no as such cons
Sales associate,5.0,"Aug 21, 2020",Current employee,"amazing culture, benefits, peers and career opportunities",Has become too big and burocratic
Anonymous employee,5.0,"Aug 24, 2020",Current employee,Good Company with nice perks and benefits,Too big and project assigned was not good
Software engineer,5.0,"Aug 24, 2020","Current employee, more than 5 years",They treat their employees well,I can’t think of any downsides
Anonymous employee,5.0,"Aug 25, 2020",Former employee,"Great culture, management was great.","none, the culture was always inviting"
Anonymous employee,5.0,"Aug 27, 2020",Current employee,i liked working for them a lot,not that many cons job was great
Software eginner,5.0,"Aug 27, 2020","Former employee, less than 1 year","Good people, great serivice great employer","Great People, good people, aazing people"
Senior software developer,5.0,"Aug 29, 2020","Former employee, less than 1 year",good efficient staff is good well behaved helping supportive,fast linear work cost people
Global operations program manager,4.0,"Aug 31, 2020","Former employee, more than 8 years","Free food, beautiful office spaces, lots of employee perks","Competitive, work can be challenging at times"
Brand marketing lead,4.0,"Sep 2, 2020","Current employee, more than 3 years",Great experience w/ lots of creative projects and opportunities.,Large organization can be difficult to navigate
Ceo-founder,5.0,"Sep 5, 2020",Current employee,"The pros can be good, which is awesome","Cons can be bad, so stay away"
Anonymous employee,5.0,"Sep 7, 2020","Current employee, less than 1 year","best coding culture, good vibes etc","nothinig much, its google folks"
Product manager,5.0,"Sep 8, 2020",Current employee,Perform daily reconciliation to ensure completeness of processing and investigation,Cons - Other assignments from Managers
Business analyst,5.0,"Sep 8, 2020",Current employee,"1. Work Environment
2. Schedule
3. Benefits 
4. Commute
5. Workers","1. Schedule
2. Too much work
3. Services
4. hhfa
5. qqhhr"
Data scientist,3.0,"Sep 10, 2020","Current employee, more than 3 years",there is free food internet and tape,the management is mean and does not give breaks
Google engineering practicum,5.0,"Sep 25, 2020",Former employee,Easy Going and plenty of employee benefits.,Sometimes lack structure and timing.
Computer programmer,5.0,"Oct 1, 2020","Current employee, more than 1 year",great environment and amazing team,work culture is tough to get used to
Computer systems engineer,3.0,"Oct 1, 2020",Current employee,Great office space and very nice,There are no cons for working at Google
Software engineer,4.0,"Oct 4, 2020",Current employee,i wouldnt mind continuing to work for them,i dont have any cons at this time
Software engineer,5.0,"Oct 4, 2020",Current employee,"- good comp
- solid peers
- thoughtful managers",- moving slowly than competitors
Software engineer,5.0,"Oct 5, 2020",Former employee,Good workplace. I really enjoyed my time there,I don't really have anything bad to say
Chief revenue officer,5.0,"Oct 5, 2020",Former employee,Loved the snacks and free beer,Colleagues a bit nerdy for my taste
Senior site reliability engineer,4.0,"Oct 7, 2020",Current employee,I have no complaints on compensation.,Oncall hours might be longer than other companies.
Software engineer,4.0,"Oct 7, 2020",Former employee,"Good pay, Great team, Free food","Location, there are many times where deadlines just arent realistic"
It project manager,5.0,"Oct 8, 2020","Former employee, less than 1 year","Amazing facilities, great perks and canteen","Long hours, worked hard for minimal acknowledgement"
Program manager,5.0,"Oct 8, 2020","Current employee, more than 1 year",It has very good food,There are no cons about this
Software developer,5.0,"Oct 8, 2020","Former employee, more than 1 year",worked for google and it was wicked,was really busy all the time
Analyst,5.0,"Oct 9, 2020",Current employee,Amazing workspace and challenging work. Love working there.,Communication between teams can be tough
Software developer,4.0,"Oct 9, 2020",Former employee,Good ambiance and great team to work with,None I enjoyed my stay
Finance,4.0,"Oct 11, 2020","Current employee, more than 1 year","Nice office, friendly co-workers and great benefits",Hours can be tiring and draining
Business consultant,5.0,"Oct 11, 2020",Current employee,Very nice working environment with polite and dedicated people.,Nothing at all to be honest
Software developer,5.0,"Oct 13, 2020","Former employee, more than 1 year",Good salary in a well known company,Too much bureaucracy and competition between internal teams
Product operations manager,4.0,"Oct 14, 2020","Former employee, more than 5 years","compensation, benefits, generally friendly people,","political, bureaucratic, overworked, almost too large."
Software engineer,5.0,"Oct 15, 2020","Current employee, less than 1 year",Good company is google a very good one,not a single con in this company
It manager,4.0,"Oct 15, 2020",Former employee,Great atmosphere - fun place to be,No real concerns working here
Project manager,5.0,"Oct 15, 2020",Former employee,Great people who are super smart,Has gotten big so a bit slower
Software engineer (swe ii),5.0,"Oct 16, 2020",Current employee,Everything is nice and nothing bad found yet.,I don't find anything yet.
Technical program manager,5.0,"Oct 16, 2020","Current employee, more than 1 year","Great culture, good perks, competitive compensation",Limited growth opportunity in most teams
Software developer,5.0,"Oct 20, 2020",Former employee,good as far as I was working there,none as far as I was working there
Software engineer,5.0,"Oct 20, 2020",Former employee,Great employee perks and benefits,Huge workplace can easily get lost if working across teams
Chief technology officer,5.0,"Oct 21, 2020",Former employee,"Fun, easy to get along with people and hardworking",Hours were long but wasn't too bad
Staff research scientist,3.0,"Oct 21, 2020","Current employee, more than 5 years","Job security, attractive compensation package",They don't care about your expertise. Everyone can be replaced.
Software engineer,5.0,"Oct 21, 2020","Former employee, more than 3 years",Great opportunity for such a large company,Nothing nor con for Google. Feels amazing
Project manager,5.0,"Oct 24, 2020",Former employee,everything i just decided to get a more high paying job,none there was no cons
Senior software engineer,4.0,"Oct 24, 2020",Current employee,"Good Pay, good benefits, smart people","Some politics, wlb is bad in some teams"
Analyst,5.0,"Oct 26, 2020","Current employee, more than 1 year","Good pay, People, Culture, Benefits, Location","Progression, Policies, Hierarchy, Long Hours"
Anonymous employee,5.0,"Oct 26, 2020",Current employee,Pay is good and benefits are good,None that I can think of so far
Facilities manager,5.0,"Oct 26, 2020",Current employee,"Great culture, work life balance.",The interview process can take a long time.
Nuclear engineer,5.0,"Oct 27, 2020","Former employee, less than 1 year",high salary. engaging. friendly co workers.,too much to do with too little time
Senior consultant,5.0,"Oct 27, 2020",Current employee,There is so much equality and many opportunities.,There is none that I can think of.
Sales manager,5.0,"Oct 27, 2020",Current employee,Great company for perks and work life balance,Flat structure with limited options for senior management
Software engineer,5.0,"Oct 27, 2020",Former employee,Reputable company and great office,Work-life balance is a bit tough to achieve
Full stack web developer,5.0,"Oct 27, 2020","Current employee, more than 3 years",This is the best company for web developer,Web developer at high level looks interesting challenge
Marketing,5.0,"Oct 28, 2020",Former employee,Aa lot of career growth opportunities,None that i can think of
Senior software engineer,3.0,"Oct 28, 2020","Current employee, less than 1 year","Good working environment. Also, you can get more benifits",Not any cons related. So what should i say
Software engineer,4.0,"Oct 29, 2020","Current employee, more than 3 years",Good work life balance generally,It is becoming a traditional company
Software engineer,5.0,"Oct 29, 2020",Current employee,bigname and rich learning resources for freshman,does not move that fast
Software engineer,4.0,"Oct 29, 2020",Current employee,Great benefits and work/life balance,"Quirky tech stack, lots of bureaucracy"
Manager,5.0,"Oct 29, 2020","Former employee, more than 5 years","Smart people, hard problems, low stress",Company has slowed down as it's grown
Anonymous employee,5.0,"Oct 30, 2020",Current employee,"Nice work environment
Great atmosphere
Nice people",You don't get much free time.
Software engineer,5.0,"Oct 31, 2020","Current employee, less than 1 year",Food is really awesome and healthy,Nice pay and chill work will make one lazy
Engineer,5.0,"Nov 2, 2020","Current employee, less than 1 year",Good company to work in India,No such cons are there in company
Product manager,4.0,"Nov 2, 2020","Current employee, more than 3 years",Great employees! Great staff vibe,Selective... many interviews are not easy.
Software engineer,5.0,"Nov 4, 2020",Former employee,Nice place to work at.,Benefit is not as good as before.
Senior software engineer,5.0,"Nov 9, 2020",Current employee,"- Flexible Arbeitszeiten
- Offene Kommunikation
- Entwicklungsmöglichkeiten","- Viele Restrukturierungen
- Lange Entscheidungswege
- Teams über Zeitzonen verteilt"
Anonymous employee,5.0,"Nov 9, 2020","Former employee, more than 1 year",Good company with good work life balace,no cons and no problems with the company
Software engineer,5.0,"Nov 10, 2020",Current employee,Great people solving impactful problems,Kind of a large company now.
Senior software engineer,5.0,"Nov 11, 2020","Former employee, more than 3 years","Free perks, smart people, lots of career opportunities","Getting big, too many projects"
Network/voice engineer,5.0,"Nov 12, 2020","Current employee, less than 1 year","Great work-life balance , Compettive salary",Nothing that i can think of
Anonymous employee,5.0,"Nov 13, 2020","Current employee, more than 1 year",Work life balance is great,being in the right business role is tricky
Software engineer (swe ii),5.0,"Nov 14, 2020",Current employee,"Great benefits, inclusive environment, cutting edge projects",Can be a bit US centric
Associate software developer,5.0,"Nov 17, 2020",Current employee,Salary and good working environment available here.,Why Glassdoor is askings o much of questions.
Business development manager,5.0,"Nov 18, 2020",Current employee,"amazing workplace, great culture, supportive people","no cons, everything is great. couldnt ask for more"
Software development engineer in test (sdet) ii,4.0,"Nov 19, 2020",Current employee,i feel so nice because of the environment,poor social life and pressure
Sales development representative (sdr),5.0,"Nov 20, 2020","Current employee, more than 1 year",So far so good no real complaints.,Slow progression for more senior roles.
Technical account manager,4.0,"Nov 21, 2020","Former employee, more than 3 years","Incredible benefits, and nearly unlimited operations resources",horrible cross-team/division collaboration and turf wars
Customer service representative,5.0,"Nov 22, 2020",Current employee,can promote good impact to society,harmful content that can effects daily life
Programme analyst,5.0,"Nov 22, 2020",Current employee,Nice environment good salary and great management,Hard to get in and hard to stay in
Manager,5.0,"Nov 22, 2020",Current employee,"Great people, benefits and product","Not a lot of cons, one of the best companies"
Senior account manager,4.0,"Nov 23, 2020","Former employee, more than 5 years","The perks, the company vision and the products",The senior management in india
Anonymous employee,3.0,"Nov 24, 2020",Former employee,"good cultura, good people, good compensatio","bad food, didnt like the building, didnt like workibg fronmm home"
Sde1 entry,5.0,"Nov 25, 2020","Current employee, less than 1 year","good staff. amazing facilities, good food.",long hours of work and no sense of purpose.
Software engineer,5.0,"Nov 25, 2020",Current employee,good perks and smart colleagues,very competitive and moves slowly
Product manager,4.0,"Nov 26, 2020",Current employee,Cool learning culture and thoughtful leadership,Moves too slow needs to encourage fast experimentation
Software engineer,4.0,"Nov 27, 2020","Former employee, more than 1 year",It was fun and the people were really nice,The hours were quite long
Legal specialist,5.0,"Nov 28, 2020",Current employee,"Good atmosphere, nice benefits, great colleagues",No cons to be mentioned so far
Computer programmer,5.0,"Nov 29, 2020",Current employee,Easy Search Engine For Everyone,Still Has Some Inconvenience and Flaws
Software engineer,5.0,"Nov 29, 2020",Current employee,Super awesome fabulous crazy sportive,Nothing everything is perfect like crystal nothing need to be changes
Ad tech sales engineer,4.0,"Dec 1, 2020","Current employee, more than 1 year",Great Diversity and Inclusion enviornment,Very challenging and need to thrive in ambiguity
Ads evaluator,5.0,"Dec 2, 2020","Current employee, less than 1 year",its easy and good payment,it can be hard if you dk what u are doing
Growth manager,5.0,"Dec 2, 2020","Current employee, more than 3 years",Benefits plus Culture and career opportunities,"No geo flex, difficulty to promote before 2-3-4 years"
Software engineer,5.0,"Dec 3, 2020",Current employee,"fun, great food, supportive, very smart",they are not pro-remote yet
Software development engineer in test (sdet),5.0,"Dec 5, 2020","Current employee, more than 8 years",Its id just the best in the world,I can not find any cons. Can ou?
Product manager,5.0,"Dec 5, 2020",Current employee,Lots of great talent at the company,Politics slow down projects sometimes
Technical manager,5.0,"Dec 6, 2020",Current employee,"Challenging, exciting work, smooth upward channels, generous returns",I have not thought well yet
Software engineer,5.0,"Dec 8, 2020","Current employee, more than 1 year","relaxed environment, free food and great people",cannot think of many to be honest!
Sales,5.0,"Dec 8, 2020",Former employee,they invest in talent and have great benefits,Political dynamics for promotions at play
Anonymous employee,4.0,"Dec 9, 2020",Current employee,"great working environemt, salary and culture",no cons as such except it is sightly competitive
Anonymous employee,5.0,"Dec 10, 2020","Current employee, less than 1 year",great company and I dont think I will leave,no cons great company all around
Account manager,5.0,"Dec 10, 2020","Former employee, more than 1 year",good management. good work. bad cantine,bad office. small office. not so good.
Chief executive officer (ceo),5.0,"Dec 12, 2020","Current employee, more than 8 years",Awesome Company and futuristic goals and plans,No cons are there in this company
Senior associate,5.0,"Dec 12, 2020",Current employee,Pros are a good salary and cool office,Hours worked per week can be quite challenging
Software engineer,5.0,"Dec 12, 2020","Current employee, less than 1 year",A great place to work.,Nothing I can think of right now.
Anonymous employee,5.0,"Dec 12, 2020",Former employee,The usual stuff - more benefits than you can imagine,Nothing really to note here
Intern,4.0,"Dec 13, 2020",Former employee,"Good culture, good people and good compensation","job was not interesting and challenging, didn't learn a lot"
Python developer,5.0,"Dec 14, 2020","Current employee, less than 1 year",good facilities pick up drop service,no cons as per my experiance
Anonymous employee,5.0,"Dec 14, 2020","Current employee, more than 1 year",The culture is unmatchable in my opinion.,Couldn't say I have one!
Sales representative,5.0,"Dec 16, 2020",Current employee,"Very understand 
Big brand 
A lot of training",No cons whatsoever in my experience
Anonymous employee,5.0,"Dec 22, 2020",Former employee,this is a very cool job,every thing is good.  except I am fired
Senior project manager,5.0,"Dec 23, 2020",Former employee,Great people to work with,"Not for 9-5'ers, must have a can-do attitude"
Software engineer,2.0,"Dec 23, 2020",Current employee,Lots of Perks and in-company flexibility,Super bureaucratic - super large company
Senior software engineer,5.0,"Dec 28, 2020","Current employee, less than 1 year","Smart folks, mature processes, great comp",Too much internal knowledge to learn.
Clinical computer data analyst,5.0,"Jan 1, 2021",Former employee,Interesting job with amazing people,Positivity is the word at Google
Data scientist,5.0,"Jan 1, 2021",Current employee,"High salary, good managers and flexible work hours","None, it is a great place to work"
Sales manager,4.0,"Jan 4, 2021",Current employee,"Smart, drive people and competitive pay.","Complex organization, takes time to orient oneself."
Software engineer,5.0,"Jan 4, 2021","Former employee, less than 1 year","Good pay and benefits, flexibility","Questionable ethics of company, stressful"
Swe intern,5.0,"Jan 4, 2021",Current employee,Good ver good place to work at,interview is very hard needs long time to prepare
Project engineer,4.0,"Jan 5, 2021","Current employee, more than 3 years","Good salary will be given, Good place to start the carrier",no long term growth here
Customer service agent,5.0,"Jan 5, 2021",Current employee,friendly people and easy going,too much work and tight schedule
Accounts receivable specialist,5.0,"Jan 5, 2021","Current employee, more than 1 year",Great place to be at,Don’t do the do if ya know
Associate software engineer,5.0,"Jan 6, 2021","Current employee, more than 3 years","Salary benefits
Good exposure to new technologies",There are no cons as such
Software development engineer in test (sdet),5.0,"Jan 6, 2021",Current employee,benefits are amazing for a given position,working hours are long and meeting deadlines are challenging
Softwaere engineer,5.0,"Jan 7, 2021",Former employee,Fun and smart people to work with,The scope is relatively small in a large company
Software engineer,4.0,"Jan 8, 2021",Former employee,Goal driven people and fun,Very competitive and a little bit stressful
Deep learning engineer,4.0,"Jan 8, 2021",Current employee,Big perks and remuneration for staff,Long working hours and a tight deadline
Tour leader (not ceo!!!),5.0,"Jan 10, 2021",Former employee,You will earn a lot of money,Most of you will not be smart enough
Product manager,5.0,"Jan 10, 2021",Current employee,The people you work with.,Hard to get promoted and becoming way bureaucratic
Software engineer,4.0,"Jan 11, 2021",Former employee,"Great company culture, good salary, nice benefits package, nice work environment",Hard to get promoted internally
Floor sweeper,5.0,"Jan 11, 2021","Former employee, more than 10 years","air conditioned, good ceo, bad boss","too cold,bad salary,boss always shouts"
Software engineer,5.0,"Jan 12, 2021","Current employee, more than 1 year",Great place to work Great place to work,nothing to declare here etc
Software engineer,5.0,"Jan 13, 2021","Former employee, more than 1 year","Benefits, Culture, People, work, challenge",Nothing that I can think of
Software engineer iii,4.0,"Jan 13, 2021","Former employee, more than 5 years",A good number of perks,Some PAs have messy internal politics
Associate staffing lead,5.0,"Jan 14, 2021","Current employee, more than 5 years","Flexibility, growth and impact in the world","Ambiguity, constant change, competitive salary range, long-term career planning"
It junior asset analyst,5.0,"Jan 15, 2021",Current employee,Good management and theres many people of diff kinds,So many people of diff kinds
Software engineer,5.0,"Jan 15, 2021",Current employee,Nice environment and a nice place to work.,There are no cons that I can mention.
Software engineer,5.0,"Jan 16, 2021",Former employee,There are many pros of working at google,There are no cons while at google
Software engineer,4.0,"Jan 17, 2021",Current employee,good salary good salary good salary good salary good salary,less spare time less spare time
Industry manager,5.0,"Jan 17, 2021",Current employee,Everything from Job to peers to perks.,Everything is cool and I don't spot any concerns.
Software engineer (swe ii),4.0,"Jan 17, 2021",Former employee,Free food for all employees,Below market standard salary in the name of Brand
Digital marketing apprentice,5.0,"Jan 18, 2021",Former employee,"free food, free gym, easy to progress",there are no cons to working here
Head of strategy & operations,5.0,"Jan 20, 2021",Current employee,Great place to grow and drive impact,Size and scale leads to very matrixed decision-making
Enterprise adr,5.0,"Jan 21, 2021",Current employee,Learned a ton about cloud.,No being able to work in the office this whole year!
Senior program manager,5.0,"Jan 21, 2021","Current employee, more than 3 years","People, work life balance, quality of work, perks",None to speak of really.
Machine learning engineer,4.0,"Jan 21, 2021",Current employee,Good work life balance at Google,I cannot think of a better company to switch to
Senior data scientist,4.0,"Jan 22, 2021",Former employee,"Wonderful coworkers, amazing products, and good benefits",Google has become a big corporate
Software development engineer (sde),5.0,"Jan 23, 2021",Current employee,very good and overall good place to work,nothing no complaints about the company
Software engineer,5.0,"Jan 23, 2021","Former employee, less than 1 year",it has good work life balance.,none as i know till now.
Sales,4.0,"Jan 23, 2021",Current employee,"Smart people, motivated leadership and exciting potential",Can be difficult to translate tech into commercial products
Senior software engineer,5.0,"Jan 23, 2021","Former employee, less than 1 year",Everything is great .can't describe in words,Their is noting to write cons in google
Account manager,5.0,"Jan 23, 2021","Former employee, more than 5 years",Makes you the king of the world,"None at all, its the best"
Anonymous employee,3.0,"Jan 23, 2021",Current employee,"Office, food, salary, flexibility, company outlook","Racist at times, classist, hard on minorities"
Software engineer,5.0,"Jan 23, 2021","Current employee, more than 1 year","great people, great benefits and perks",velocity to push features to production could be better
Tester,5.0,"Jan 24, 2021","Former employee, less than 1 year",Less work always appreciated and good company to work,No Cons. Just should be customer-oriented
Marketing,5.0,"Jan 24, 2021","Current employee, more than 1 year",Perks for employees and pay,Management can be a pain at times but depends on department
Staffing services associate,4.0,"Jan 25, 2021",Current employee,Really flexible place to be during covid,"Not easy to navigate, lots of bureacracy"
Software engineer (swe ii),4.0,"Jan 25, 2021",Current employee,Safe working environment with helpful coworkers,Hard to get promoted and hard to change locations
Quality assurance,5.0,"Jan 27, 2021","Current employee, more than 1 year",It's a place nice to work. Good colleagues,Salary is way too low
Human resources assistant,5.0,"Jan 28, 2021","Former employee, more than 3 years","Friendly team, good progression, great culture","Absolutely none, fantastic place to work"
Key account manager,3.0,"Jan 28, 2021","Former employee, more than 1 year",Great school for early career,Political environment where everyone tries to outshine everyone
Anonymous employee,3.0,"Jan 28, 2021","Current employee, more than 1 year",Great benefits and smart people.,Surprisingly hierarchical - the meritocracy seems to have been lost to bureaucracy.
Account manager,5.0,"Jan 30, 2021","Current employee, more than 3 years","Food, career development, work life balance, etc","Burocracy, changes , changes, changes, perf"
Anonymous employee,5.0,"Feb 1, 2021",Current employee,Good company to work.. good salary,"Nothing as such, google is a dream company for all"
Account manager,5.0,"Feb 2, 2021",Former employee,was so good seriously i loved it,low salary for the amount of hours
Anonymous employee,5.0,"Feb 2, 2021",Current employee,"flexible job, nice people, career opprtunities","little payment, bad cons, career opportunities but not in google"
Executive assistant,5.0,"Feb 2, 2021",Former employee,"LOVE LOVE LOVE, great place cool cool",I Must enter fiver words for cons
Specialist,5.0,"Feb 3, 2021",Former employee,"Great people, good food, cool office",Nothing that I can think of
Sde-2,5.0,"Feb 4, 2021","Current employee, more than 1 year",It is wonderful to work,No cons to mention here
Account executive,5.0,"Feb 4, 2021","Current employee, more than 3 years","Perks, pay, people, resources, career growth","Bureaucracy, too many meetings, 
Work life balance"
Product manager,4.0,"Feb 4, 2021",Current employee,"Great environment, fast paced, leadership is awesome",none that I can actually think of
Staff engineer,5.0,"Feb 5, 2021","Current employee, more than 3 years",work life balance and smart people around,none that i can think about
Web developer,4.0,"Feb 6, 2021",Current employee,"Work area, colleagues, benefits are really good",Too competitive to get in
Product manager,4.0,"Feb 6, 2021",Former employee,"Leadership, culture, benefits, perks, it’s google...","I had a long commute, didn’t see much opportunity to differentiate"
Software developer,5.0,"Feb 6, 2021","Former employee, more than 1 year",work life balance and smart people around,none that i can think about
Anonymous employee,5.0,"Feb 6, 2021",Current employee,Big global company and no companies like this company,Technology tech and it's most advance
Software engineer,5.0,"Feb 7, 2021",Current employee,"lot of perks/benefits, coworkers are good, good tech",not many cons that i can see
Software engineer,5.0,"Feb 8, 2021",Current employee,Salary Compensation People Opportunities Food,Performance review is taking a lot of time
Global program manager,5.0,"Feb 8, 2021",Current employee,A lot of interesting challenges and good work life balance,Remote is hard for onboarding
Support specialist,5.0,"Feb 8, 2021",Current employee,Company takes care of their employees.,Company is a start-up but is doing very good.
Anonymous employee,5.0,"Feb 9, 2021","Current employee, less than 1 year",Great place to work. Very recommended,You don't want to work elsewhere
Account strategist,4.0,"Feb 9, 2021","Current employee, more than 3 years","Pay, Security, Benefits all strong","Bureaucracy, Staying Motivated, Growth can be difficult to navigate"
Product operations manager,5.0,"Feb 9, 2021",Current employee,"Co-workers, 401(K) match, Work Life Balance",Career progression is limited at mid-executive levels
Financial service representative,3.0,"Feb 10, 2021","Current employee, more than 1 year","great culture, free food, inclusive","all greenfield, little opportunity to make money"
Software engineer,5.0,"Feb 10, 2021",Current employee,smart people and money and wlb,not easy to impact a lot thing
User experience writer,5.0,"Feb 10, 2021",Current employee,Excellent search and user experience options,Large company can get lost in the shuffle
Program manager,5.0,"Feb 11, 2021",Current employee,Wow really great company wow,Cons are for the weak
Software test engineer,4.0,"Feb 12, 2021","Former employee, more than 1 year","Freedom for innovation, good work environment, required expertise.",Can be intimidating. Work pressure can be high.
Anonymous employee,5.0,"Feb 14, 2021","Current employee, less than 1 year",Working with Googlers in good environments,Well.. I don't know since I've never worked there yet
Software engineer,4.0,"Feb 15, 2021",Current employee,Most people work to have good work environment,"High pressure
Working from home is hard"
Consultant,4.0,"Feb 16, 2021","Former employee, less than 1 year",very friendly culture in office nice place to work,not supportive with employ at work place
Support worker,5.0,"Feb 16, 2021",Current employee,It was ok but yeah is what it is,There is no cons for this company
Anonymous employee,5.0,"Feb 16, 2021",Former employee,"Zero hierarchy, respect for colleagues, ambitious","sometimes slow, too much consensus"
Engineering manager,5.0,"Feb 16, 2021",Current employee,"High impact, top-notch engineering, work-life balance","Slow development, bureaucratic process, risk-averse culture"
Software engineer,5.0,"Feb 16, 2021",Current employee,"Amazing teammates
Free Food
Great place to work","Too big
Too many hours depending on team"
Software engineer,5.0,"Feb 16, 2021",Current employee,"A great team, a good job, not evil.",None that I have found.
Programme analyst,5.0,"Feb 17, 2021",Current employee,i love it here i will stay here forever,i dont hate it no cons
Manager,5.0,"Feb 17, 2021",Current employee,"Great people, awesome opportunities to grow and have impact.",Nothing comes to mind on cons.
Account manager,4.0,"Feb 18, 2021",Former employee,"Everything is nice, offices food, tasks",A lot of pressure all the time
Software engineer,5.0,"Feb 18, 2021","Current employee, more than 3 years",Best team to work . And challenging projects,Still in Start up stage
Project manager,4.0,"Feb 18, 2021",Current employee,"Best Experience, given that I was an amarture",Longer working hours. Would like to work there
Senior software engineer,5.0,"Feb 20, 2021","Current employee, more than 5 years","good compensation, many perks, challenging projects",work hard all the time
Software engineer,5.0,"Feb 22, 2021",Former employee,Very good perks best company,Nothing bad Go enjoy working
Software engineer,5.0,"Feb 22, 2021",Current employee,"Decent pay, great perks, stable tools",Pace can be a bit slow
Designer,5.0,"Feb 23, 2021","Former employee, more than 1 year","The best company in the world, best processes, and people.","Nothing, just the best company"
Tech lead/manager,5.0,"Feb 23, 2021",Current employee,Great culture. Engineers are respected.,"Google is getting too big, and crowded."
Intern,5.0,"Feb 24, 2021","Current employee, less than 1 year","Food is very delicious, I love it","No, I am okay with everything"
Analista j nior,5.0,"Feb 25, 2021","Former employee, more than 1 year",best place to work here in usa.,this make me grow huge in my career.
