Job Title,Job Ratings,time,JobStatus,Pros,Cons
Software engineer,5.0,"Apr 10, 2025","Current employee, more than 3 years",Swede culture fab job liked,Not that great didn’t stay long
Software engineer,5.0,"Apr 11, 2025","Current employee, more than 3 years","Culture, pay, WLB, and more","Internal competition, perhaps limited impact"
Solutions architect,5.0,"Apr 11, 2025","Current employee, more than 3 years",Work life balance is very good,stagnant growth because of macros
Emea regional manager,4.0,"Feb 4, 2025","Current employee, more than 10 years",Good pay and benefits across the board. Office and facilities are top notch and you are very well looked after.,My management chain is incredibly demanding and pays little to no respect for out of office hours. This drives a highly stressful and uncomfortable environment. I know other teams have a much better environment. Expect to work hard for the pay & benefits.
Senior financial analyst,3.0,"Mar 18, 2025",Current employee,"This is a relatively stable place to work, if you're lucky enough to avoid layoffs","Raises, career growth opportunities, perks, and overall morale are diminishing."
Developer,5.0,"Apr 9, 2025","Current employee, more than 8 years",bestcompany ive worked for in a longshot,needs more fresh fruit in kitche
Software developer,5.0,"Apr 10, 2025","Former employee, more than 1 year","Salary, experienced team, lot of perks",Nothing that i can think of
Software enigneer,4.0,"Apr 10, 2025",Current employee,"Stable, chill job great WLB",Slow growth very bureaucratic. Too much red tape.
Anonymous employee,4.0,"Mar 30, 2025",Current employee,Good and interesting projects. A lot of smart people to learn from,Slow career growth since the layoffs. Slow decision making.
Systems analyst,3.0,"Apr 12, 2025",Current employee,excellent good nice office culture,slow working efficacy and miss communication
Head of sales,5.0,"Apr 4, 2025","Current employee, more than 8 years",Best company I've ever worked for.,It's now a larger company with more corporate governance.
Software engineer,4.0,"Apr 3, 2025","Current employee, less than 1 year","Good tech , good tools and smart people around",Too much work no work life balance
Community manager,5.0,"Apr 4, 2025",Current employee,"Encourages creativity

Promotes independence

Fosters innovation

Reduces stress

Empowers decision-making","Can lead to chaos

Risk of irresponsibility

Lack of structure

Possible isolation

Misuse of liberty"
Cloud technical solution engineer,4.0,"Apr 11, 2025","Former employee, more than 5 years",Good company to work for,Nothing much to complain it's nice
Network engineer,5.0,"Apr 11, 2025",Current employee,It’s a good place to work,The stress is very high
Project manager,5.0,"Apr 11, 2025","Current employee, less than 1 year","Everything was nice, no complain",There are no any cons
Analyst,5.0,"Apr 9, 2025",Current employee,"good working environment, good people",not compensated for ot during busy periods
Senior software engineer,4.0,"Mar 31, 2025",Current employee,"Great Infra
Great opportunities in AI related areas","The competition is tough.
WLB is not as good as previous."
Communications manager,4.0,"Apr 1, 2025","Former employee, more than 5 years","Great people, management, perks, and environment",The company has completely changed in the past two years
Software engineer,5.0,"Mar 14, 2025","Current employee, more than 1 year","- Great work life balance
- Supporting team
- Very easy to build community with other Googlers as they have tons of things you can do outside of Work",- Process can be slow sometimes. That's the only complaints I have
Anonymous employee,5.0,"Apr 8, 2025",Former employee,"Work-life balance ,salary and environment","Communicate environment , just this , no other"
Senior software engineer,5.0,"Apr 9, 2025","Current employee, more than 1 year","Money, projects, team, offices, hybrid","Not a 100% remote, a bit political"
Software engineer,4.0,"Apr 8, 2025",Former employee,Learning from everyone is great and  fun,Long hours can be quite titing
Software engineer,5.0,"Apr 7, 2025",Current employee,Good work life balance here,Payment is no longer the top tier
Human resources specialist (hr specialist),4.0,"Apr 14, 2025",Current employee,"Benefits are top notch
Pay","Layoffs contínuos fear
Very competitive"
Project manager,5.0,"Apr 5, 2025","Current employee, more than 1 year","Salary, benefits, work life balance",Lack of upward mobility and chances to move into management
Cloud engineer,4.0,"Apr 5, 2025",Current employee,"Work Culture , Perks and accommodation",little bit work pressure and keep studying daily.
Resident service associate,5.0,"Apr 6, 2025",Current employee,Would highly recommend for a place to work,I don’t have any cons
Creative director,2.0,"Mar 24, 2025","Former employee, more than 10 years","Global, industry-leading, innovative (formally), brilliant colleagues","Byzantine, legally hidebound, morally deficient, rapacious"
Account manager,5.0,"Mar 23, 2025","Current employee, more than 3 years","good salary, good conditions, company cares about you, flexiblity,
free food, gym onsite, pool...
People is amazing always willing to help","no remote job,
too big company with a lot of buracracy"
Technical program manager,3.0,"Apr 1, 2025",Current employee,"- Competitive Salary
- Good work environment","- To many useless TPMs from bought companies.
- Still Taiwan system company culture"
Strategy & operations,5.0,"Mar 18, 2025","Current employee, more than 10 years","Highly paid, strong culture of belonging, autonomous work environment, can take risks and try new things.","Very corporate, huge machine so can feel hierarchical and risk averse."
Receptionist,5.0,"Apr 9, 2025",Current employee,good work place to work for,hours are too long sometimes
Account strategist,3.0,"Apr 9, 2025",Former employee,was lucky to have good managment,low incentives to stay there
Ux desinger,4.0,"Apr 9, 2025","Current employee, less than 1 year",Good company must try for everyone,"high stress, low salary for everyone"
Customer service representative,4.0,"Apr 9, 2025","Current employee, less than 1 year",I have very good experience,not at the moment for this company
Staff software engineer,5.0,"Mar 13, 2025","Current employee, more than 8 years","Stimulating environment, nice people, great pay","Everything is getting worse, it's still good but not as good as before. It's harder to get promoted, culture is worse, food is worse, frequent reorgs - Google has lost its soul."
Software development engineer (sde),1.0,"May 4, 2025",Former employee,"Perks is decent.
Brand value is good.","Too much politics.
Pay is not up to mark."
Research analyst,4.0,"Apr 8, 2025",Current employee,Google is a great place to work,This job is challenging but pushes you
Anonymous employee,5.0,"Apr 8, 2025",Current employee,Great work and great wlb,I can't think of any rn
Ux designer,5.0,"Apr 8, 2025",Former employee,salary was good and  i suggest,"everything was great, people are amazing"
Soft eng,5.0,"Apr 8, 2025","Current employee, more than 3 years",Its bad sometimes to work there,I like the free food
Software engineer,4.0,"Apr 6, 2025","Former employee, more than 5 years","great pay
smart co workers","politics
focusing on things that sometimes dont really matter big picture"
Software developer,5.0,"Apr 7, 2025","Former employee, less than 1 year","Really fun culture, great location",Getting into it with the government over Search
Software engineer,5.0,"Apr 7, 2025","Current employee, more than 3 years","Good salary, good benefits, good WLB","Too much bureaucracy, too much politics"
Associate account strategist,3.0,"Apr 7, 2025","Former employee, more than 3 years","Nice benefits, food, gym, dental and medical",High stress work environment can sometimes be a lot
Software engineer (swe iii),4.0,"Mar 27, 2025","Current employee, more than 3 years","Good food, interesting projects, decent benefits","Autistic reviewers, your project gets deprecated half way through, your internal privacy approval process takes 1 month"
Technician,5.0,"Apr 6, 2025",Former employee,Lots of freebies in the office,"Long hours, can get tasking."
Anonymous employee,5.0,"Apr 6, 2025",Current employee,Good pay and benefits. good work life balance,nothing I can really think of
Compliance lead,3.0,"Mar 26, 2025",Current employee,"Benefits, what remains of the culture, people","Lack of clarity around roles and responsibilities, hard to get things done, lack of recognition, no talent strategy"
Software engineer,4.0,"Apr 12, 2025","Current employee, more than 1 year","good pay
good benefits
good experience","Limited growth
no security
that's it"
Software engineer,5.0,"Apr 3, 2025",Current employee,Loved working. challenging atmosphere and great culture.,not great if you're looking for a work-life balace
Software developer,5.0,"Apr 4, 2025","Former employee, more than 1 year","Good food, Environment is good, nice office",Just corporate slavery in my opinion
Consultant,5.0,"Apr 2, 2025","Current employee, more than 1 year",Benefits of the vaccine are not,The only way I could do that was if you wanted me too
Anonymous employee,4.0,"Apr 10, 2025",Former employee,Great to work as an organisation,Nothing as such great company
Junior developer,4.0,"Apr 10, 2025",Former employee,"Great benefits, office and work environment",Difficult to enable meaningful change
Software developer,4.0,"Apr 10, 2025",Former employee,Had a blast thanks google,Management is hard to please
Partner solutions engineer,4.0,"Apr 10, 2025","Current employee, more than 5 years","Work life balance
Colleagues
Pay
Perks","Scope
Promotions
Execution speed is slow"
Data scientist,4.0,"Mar 31, 2025","Former employee, more than 1 year","Food , ambiance, distance, facility",Work life balance issue it was very difficult to go for gym
Data scientist,5.0,"Apr 8, 2025","Former employee, more than 1 year","Best place to work, loved it","No negative, happy to work here"
Human resources assistant,5.0,"Apr 8, 2025",Current employee,Good work life balance at work,Weird people to work with
Senior interaction designer,5.0,"Apr 7, 2025",Current employee,"Good wlb, Culture, Benefit. Great people around.","Everything is extremely slow, or nonsense"
Data center engineer,5.0,"Apr 5, 2025",Current employee,They pay you a lot,Stressful work in summer season
Anonymous employee,1.0,"Feb 14, 2025","Former employee, more than 1 year","- Paid sick leave.
- In some countries, the compensation is good when you aren't being down-levelled.
- Some managers care about your development.","- Promotion is dependent on projects and quotas.
- Employees at lower levels are often not respected by more senior colleagues.
- Launching half-finished products creating additional problems for thousands to millions of users.
- Employee relations does nothing when you are sexually harassed or bullied and protects the abuser (I strongly suggest making very detailed meeting notes, and sending follow-up emails summarising what was discussed during a meeting with HR).
- Managers retaliate against employees.
- If you are below L5, your work may be blocked and it will be your fault if you won't deliver it despite more senior colleges blocking it.
- HR would immediately discuss any problems you have in the team with your manager who will protect a more senior employee despite them being evil."
Software engineer,5.0,"Mar 24, 2025","Current employee, less than 1 year",Work is challenging. Smart college. Decent pay.,Some teams have very high work load. But usually work load is balanced in most teams.
Software engineer,5.0,"Apr 3, 2025",Former employee,Very good work environment especially coming out of college,They would always take different days
Researcher,5.0,"Apr 4, 2025","Former employee, more than 3 years","It's google, so pros are there.","No growth, was a routine job. Was boring."
Software engineer,4.0,"Apr 4, 2025",Current employee,good wlb good wlb good wlb good wlb,"no cons at all , very good company"
Software engineer,4.0,"Mar 23, 2025","Former employee, more than 3 years",Environment is very nice. Pay is also very nice.,"Time pressure, workload can be a lot at times. Pressure to perform at peak ability at all times."
Anonymous employee,5.0,"Apr 1, 2025",Current employee,"Nice atmosphere there , good people also",Work are more and  hard work are given
Sr staff engineer,4.0,"Apr 2, 2025","Current employee, more than 3 years","Brand
Food and transport
Tech stack","Management culture
Politics
Pressure cooker culture"
Software engineer,5.0,"Apr 1, 2025","Current employee, more than 3 years",Everything is great here. You will learn a lot of stuff.,Dependency on internal tools for daily work
Human resources coordinator,5.0,"Mar 15, 2025","Former employee, less than 1 year","Working at google, no day was the same. There are a lot of staff in the offices and we were tasked with the management of the daily operations.","In the role, no work from home opportunities."
Software engineer,3.0,"Apr 8, 2025","Current employee, more than 1 year","Good better best, i we our us","you your yourself, nothing cool"
Software engineer,5.0,"Mar 30, 2025","Current employee, more than 1 year",The best part about it is food,Not very much as it a big ord
Account manager,5.0,"Mar 29, 2025",Current employee,"Good pay and benefits, as well as good work life balance",Hard to scale and some roles are level capped
Software engineer,5.0,"Mar 30, 2025",Former employee,Very friendly teams and nice location,It was very hard to have time to finish everything
Financial service representative (fsr),5.0,"Apr 8, 2025",Current employee,Awesome place to work for anyone,Can lead to complacency sometimes
Software developer,5.0,"Apr 8, 2025","Former employee, more than 3 years","work life balance, good salary",no career growth and stagnant
Assistant project manager,4.0,"Mar 29, 2025","Former employee, more than 1 year","good pay, commute, working hours are okay","tough work life balance, crunch time is common"
Software engineer,5.0,"Apr 6, 2025",Current employee,nice food nice perks and pay,"nothing much, all is well"
Account manager,4.0,"Mar 28, 2025","Current employee, more than 10 years","- Learning opportunity
- Great work environment","- Depending on the team it can be grueling. 
- Hard to grow from position."
Senior software engineer,4.0,"Sep 26, 2024","Current employee, more than 10 years","The engineering tools are truly amazing! You don't know scale until you know Google scale. IMO, AI and the internal development tools have greatly improved the experience of coding at Google. There are still some truly smart people there, and you can have a technical or whimsical conversation with almost anyone.

Even though the perks have disappeared, most of the perks and opportunities are still good. There is definitely name recognition.","It feels like more of a conventional company than when I started. There is constant fear of layoffs, and while most people are great, there are some toxic engineers. There is a fair amount of pressure, but the bureaucracy is pretty intense to keep you from moving fast.

It is strongly hierarchical and current leaders lack vision and cater to the shareholders.

The competition against similar companies is very stiff so there is a lot of pressure - feels like the engineers are fighting for their jobs and Google is fighting for its life."
Software engineer,5.0,"Apr 5, 2025","Current employee, more than 3 years","Learning culture
Everyone is approachable",Internal politics and less transparent
Intern,5.0,"Apr 4, 2025",Former employee,"Learning environment, competitive, good food, balanced life","Far, distance, timings, selection process"
Technical solutions consultant,4.0,"May 12, 2024","Current employee, more than 1 year","Google has among the best w/l balance in tech. No one in my org works very hard. I imagine the average person in my org spends 20-30 hours per week working. 

Google still pays top of market for this role and many others. Very few other tech companies pay their Solutions Consultants similar amounts of money.

Google still has a good reputation in the industry overall, so it will be helpful to have their name on your resume if looking elsewhere.","Politics. A lot of effort needs to be put into impressing managers with the ""great work"" you have done. However the work we do in my org is not groundbreaking. A lot of it is low impact and borderline meaningless. Regardless you have to put on a whole show for managers and your peers so you can get a decent performance review.

Despite the stock being at an all-time high, the org is very unstable right now and we have been waiting for layoffs for over half a year at this point. Most of us assume one is coming, so we're just waiting. It's difficult to focus on work and be happy at work when a layoff is in the back of your mind.

Internal mobility is very restricted at the moment. Few teams are hiring, so you are kind of stuck where you are at.

Leadership are mostly drones or yes men/women. It's like no one has a mind of their own and they just repeat whatever their own leadership tells them."
Staff software engineer,5.0,"Mar 24, 2025","Current employee, more than 10 years","Great work environment
Smart co-workers",Company is slowly progressing towards becoming a conventional company which cannot be avoided given the scale. So not really a con.
Software engineer,5.0,"Feb 1, 2025",Former employee,"Google offers a broad range of services beyond search, including Gmail, Google Maps, Google Drive, YouTube, Google Ads, and Android. Its diverse portfolio strengthens its user engagement and broadens its revenue streams, making the company resilient across industries.","Google has faced numerous antitrust investigations for monopolistic practices, such as favoring its own services in search results. Regulatory bodies in multiple countries have raised concerns about Google's market power, which could result in future legal or regulatory challenges"
Hwe,5.0,"Apr 4, 2025","Current employee, more than 5 years",Love working here and campus is wonderful,Not too many cons I can think of
Software engineer,5.0,"Mar 20, 2025","Former employee, less than 1 year","Helpful staff, quick service, friendly atmosphere.","Limited parking space, can be crowded during peak hours."
Account manager,3.0,"Apr 8, 2025",Former employee,Fine place to work at,Competitive and difficult targets were set
Sales manager,5.0,"Mar 31, 2025",Former employee,love everything nothing to change,"same as above, I don't have anything to say"
Associate account manager,3.0,"Mar 10, 2025","Former employee, more than 1 year","- Pay and Benefits
- People","- Try not to leave this role in a year (difficulty: impossible)
- Career growth with this role outside of Google is hard 
- You won't learn anything new after your first quarter on target."
Data engineer,4.0,"Mar 30, 2025","Current employee, more than 3 years","really everything I wanted from a job. great culture, balance, and love the work",No cons. Could not recommend enough!
Software engineer,3.0,"Mar 7, 2025",Current employee,"Great potential to work on interesting products
Near to AI race so get to use Gemini for free","Very high politics
More focus on creating visibility rather than working on important stuff
High level of lowballing in compensation, promotions"
Software engineer,5.0,"Apr 7, 2025","Current employee, less than 1 year","Work life balance 
Salary 
Food
Raise",As for you no con
Anonymous employee,5.0,"Apr 8, 2025",Former employee,Very good and supportive environment,No cons just work hard
Software engineer (swe ii),4.0,"Apr 6, 2025",Former employee,"Great Team, Great Manager, Great Benefits",Can get a little stressful
Business development manager,1.0,"Apr 29, 2025","Former employee, more than 3 years","Good benefits, good salary, you can manage your time by yourself.",Company don’t follow his culture
Program manager,4.0,"Apr 6, 2025","Current employee, more than 3 years","Work life balance, perks, mission","Not structured, political, poor returns"
Software engineer,4.0,"Mar 26, 2025","Current employee, more than 10 years",Opportunity to work with a cutting edge technologies. Extremely talented co-workers.,Lot of bureaucracy. Performance process has too much overhead.
Software engineer,5.0,"Apr 5, 2025","Current employee, more than 1 year","Good work life balance
Good salary","Difficult interview process
VERY tough competition"
Software development engineer (sde),5.0,"Apr 5, 2025",Current employee,it is a very good company,"no cons , absolutely best one"
Software engineer,4.0,"Mar 23, 2025",Current employee,"Good pay, decent benefits, reasonably flexible work - and not overworking.",Just another tech job at this point
Software engineer,5.0,"Apr 2, 2025","Current employee, more than 5 years","WLB, benefits, internal mobility, above average talent","Slow pace of progress, bureaucracy"
Product manager,4.0,"Feb 3, 2025","Current employee, more than 3 years","- Challenging problems
- Environment that motivates for action
- Top class professionals in different fields
- Great customers","- Large organization with complex org structure and bureacracy
- Slow processes
- Hard to stand out and gain visibility in front of leadership
- Hard to grow - tough competition"
Software engineer,5.0,"Apr 1, 2025","Current employee, more than 1 year","Competitive salary, career growth options, employee wellbeing ensured",Frequently changing company environment dynamics
Anonymous employee,5.0,"Apr 1, 2025",Current employee,nice work and life balance,nothing to talk about .
Technical solutions engineer,5.0,"Apr 2, 2025","Current employee, more than 1 year","Great Package and advantages.
Great work environment.",Customer facing job. It's sometimes stressful.
Software engineer,5.0,"Apr 2, 2025","Former employee, more than 3 years",Awesome place sometimes for sure,Not so great at other times
Data center technician ii,4.0,"Jul 24, 2024","Former employee, more than 1 year","Great compensation (overpaid in some cases), benefits, and 3 weeks PTO plus ""reset days"". There are plenty of opportunities, programs, trainings, etc, that can be leveraged to facilitate career growth inside or outside Google. 
Also the number of amenities like coffee, soft drinks, teas, water, snacks, plus a multitude of delicious cafes with rotating daily menus with free breakfast, lunch, and dinner is a huge time saver.
Plenty of alternative options for commuters, buses, shuttles, on-campus rideshare, and hybrid/remote work depending on your role and work. Also even for hourly there seemed to be some flexibility with hours, to a fault even; some team members made ample use of the unlimited sick days. But for productive employees this means a better work/life balance.","Decreasing headcount with increasing expectations. Employees offered hourly rates, but given salaried expectations; limited opportunity for overtime, even for high-performers. Highly political environment, there seemed to be lots of competition hindering teamwork. Be prepared to deal with less than professional individuals and opportunists, and stay guarded and work focused."
Digital marketing strategist,5.0,"Mar 31, 2025",Former employee,"Cultural events, possibility to grow, good compensation, mostly friendly workers",Could have better communication some areas
Business intelligence engineer,4.0,"Feb 28, 2025","Current employee, more than 5 years","Work with some of the smartest people and management. Depending on the org, you rarely see politics and negativity",Past couple of years have been strange with the layoffs etc. Company is figuring out how it wants to use its workforce so expect some movement.
Anonymous employee,5.0,"Apr 6, 2025","Current employee, less than 1 year",good good good good compensation,not good work life balance
Senior software engineer,5.0,"Apr 6, 2025",Current employee,"great pay
free lunch
stocks",nothing I can think of really
Sales,5.0,"Apr 7, 2025",Former employee,Positive environment in the business,Nothing bad to share here
Account manager,4.0,"Mar 27, 2025",Current employee,Its was fine working at google with all the benefits given,Can get a little stressful with tasks
Senior program manager lead,4.0,"Jan 29, 2025",Current employee,"Iconic, broad opportunities. many smaller Groups inside Product Areas with healthy mission oriented sub cultures. 

Perks",Terrible Bureaucracy. It's like some of their soul has died by people who are just good at keeping themselves in a job
Software engineer,3.0,"Apr 4, 2025",Current employee,"Good benefits 
Good Stock options 
Good pay","Bad management 
Bad knowledge of manager"
Data center technician,5.0,"Feb 14, 2025","Current employee, more than 1 year","The first job I've ever had where I don't dread waking up in the morning to go to it
Ideal culture and values
Very chill and understanding","If you're in the data center, it's usually in a rural area or 20-40min outside of a major city, but that's a personal thing, I don't enjoy rural as much as urban"
Quality assurance engineer,5.0,"Apr 4, 2025","Current employee, less than 1 year",Nice job in respect company,I didn't find cons in this company
Anonymous employee,3.0,"Mar 21, 2025",Current employee,"WLB, prestige, decent comp, relaxing environment",everything is not as great as it used to be. But the same can be said for many places
Project manager,5.0,"Feb 20, 2025","Former employee, more than 1 year","Google offers an incredible work culture with a strong emphasis on learning and growth.
Excellent perks, benefits, and work-life balance.
Collaborative and diverse team environment with intelligent and motivated colleagues.
Exposure to impactful projects and opportunities to work with global teams.",Coordination with international teams (especially in different time zones) can delay progress.
Regional security specialist,5.0,"Mar 31, 2025",Former employee,Nice perks and nice name to add to resume,No stability but pay was excellent
Graphic designer,4.0,"Mar 31, 2025","Current employee, more than 8 years",Great place to work. But moving on,Keep up the good work
Sales associate,5.0,"Apr 1, 2025",Current employee,great place to work and good work life balance,none that i can think of
Trust & safety analyst,4.0,"Mar 31, 2025","Current employee, more than 8 years","Office perks (obviously), meaningful work and impact.",Job Mobility and Career Progression limited
Software engineer,5.0,"Mar 29, 2025","Current employee, less than 1 year",pretty good in all aspects besides career growth,career growth like i mentioned above
Product leader,5.0,"Mar 30, 2025",Current employee,"Great work, people, benefits, supporting environment",Slow execution but it's picking up with AI innovation
Software engineer,3.0,"Mar 7, 2025",Former employee,"* High salary
* Great people","* Despite getting the highest review scores couldn't secure promotion
* Feeling like a meaningless part of a giant machine
* VPs don't care about you"
Ai engineer,5.0,"Jan 13, 2025","Current employee, more than 1 year","Exceptional work environment with a focus on innovation.
Access to cutting-edge technology and resources.
Opportunities for career growth and skill development.
Collaborative and inclusive company culture.
Generous employee perks and benefits.","Work-life balance can be challenging in high-pressure roles.
Navigating a large organization can sometimes feel impersonal.
Frequent changes in priorities may require adaptability.
Competitive environment may not suit everyone.
High expectations can lead to stress."
Janitor/cleaner,4.0,"Apr 5, 2025",Former employee,"Good people, nice staff, easy work","annoying customers, entitled, very messy"
Software engineer,1.0,"Apr 28, 2025","Former employee, more than 1 year",Good economic handicaps happy birthday,"a
Few Years Ago When We"
Software engineering manager,3.0,"Feb 17, 2025","Former employee, more than 3 years","Highest compensation, smart people, hottest technology stack; I would only recommend for people to get paid and get out.","Moves painfully slow, often ahead in research but 2-3 years behind in production. Woefully unbalanced - some parts are great and exciting other parts are filled with not so nice people."
Associate,5.0,"Feb 17, 2025","Former employee, more than 3 years",You get to learn alot in a very hands on way about information technology and computers and people's needs related to them,Sometimes customers come in frustrated about computer issues that they could not resolve and it's up to you to remain patient and calm with people who have limited understanding of computers and technology
Software engineer(internship),4.0,"Apr 2, 2025","Current employee, less than 1 year","Good pay, work life balance, great people",Work at times was repetitive
Research engineer,5.0,"Apr 2, 2025","Current employee, more than 3 years",Lots of opportunities to pursue ambitious projects,Promos can be slow sometime
Anonymous employee,3.0,"Apr 3, 2025",Former employee,"last year was nice, good food and snacks",lot more work after the layoffs
Software engineer,4.0,"Apr 3, 2025","Current employee, more than 5 years","Good salary, good benefits and healthcare",lesser WFH now as compared to before
Anonymous employee,4.0,"Apr 1, 2025","Current employee, more than 3 years",Good WLB and competent team,Slow promotion process and hard to find impactful work
Software engineer,4.0,"Apr 2, 2025",Current employee,"Good WLB, interesting work, smart people",sometimes the work gets a litte too repetitive
Product manager,5.0,"Apr 1, 2025","Former employee, more than 8 years",Amazing team atmosphere with growth opportunities,Unrealistic expectations of product usage without proven results
Research scientist,5.0,"Apr 7, 2025","Current employee, more than 5 years","Good people
Good services
Amazing perks","Nothing
Nothing
Nothing
Nothing
Nothing"
Senior product manager,3.0,"Nov 28, 2024","Current employee, more than 3 years","Great salary, perks, complex technical problems to solve and overall good quality of colleauges","Most of the current employees are not there for the mission anymore, rather for the salary IMO. Lots of uncertainty, willingness to risk has disappeared, many people defending their fortress with all their strengths. Google is an engineering company. What once was a competitive edge, might be a huge waste of resources right now. Eng does what they want, pretty much ignoring interactions with other functions at any step. Looks more like a VC kind of model, let's finance any idea that comes to mind, sure one will be the next Maps or Gmail. But maybe times have changed, and more interaction between Prod, Eng, UX, Marketing, and so on would be beneficial"
Product manager,5.0,"Mar 26, 2025","Former employee, more than 3 years",It is a great place to work,Lots of time pressure to deliver.
Strategy and operations manager,5.0,"Apr 3, 2025","Current employee, more than 1 year",High trust environment at Google,No longer a cake walk.
Business analyst,5.0,"Apr 2, 2025",Former employee,"Good pay
Benefits are top notch",None that I can think of
Software engineer,4.0,"Mar 20, 2025","Former employee, less than 1 year","Food, commutes were provided from company only. Btter oppurotunies",Too much of work at a time which was not getting delivered by me
Graduate student researcher,4.0,"Apr 1, 2025",Former employee,Work life balance is great,Career progression can be very slow
Analyst,1.0,"May 1, 2025",Current employee,Good working environment and happy people,"None at all, nothing at all"
Customer success manager (csm),5.0,"Mar 30, 2025","Current employee, less than 1 year",Good income and benifits given,Work life balance can be a curiousness for some
Anonymous employee,5.0,"Mar 31, 2025",Former employee,Great company product and brand,Not at the moment. One of the top in tech
Principal analytical consultant,5.0,"Mar 31, 2025",Current employee,"Flexible, Nice colleagues, interesting, work life balance","Fast paced, there is not a con"
Account executive,4.0,"Mar 13, 2025",Current employee,Work-life balance for most roles. Good leave and benefits.,Company isn't what it was. Growth within the roles is limited by design. Culture doesn't exist anymore. Selfishness and entitlement are much more rampant.
Sales,5.0,"Mar 27, 2025",Former employee,A great culture and workplace facilities,Can be too rigid in many cases
Growth consultant,5.0,"Apr 3, 2025",Current employee,very good working at google,none that i can think of
Anonymous employee,5.0,"Apr 3, 2025",Former employee,Best company I’ve ever worked at,Nothing negative to say here
Electrician,4.0,"Apr 2, 2025",Former employee,pays very well and people are nice,lots of work kind of boring
Account manager,4.0,"Mar 12, 2025","Former employee, more than 3 years","- Fantastic learning experience 
- Amazing network 
- Comp and benefits","- Burnout is common
- Lack of opportunities to progress in career
- Losing the Google magic slowly"
Senior software engineer,4.0,"Mar 29, 2025","Current employee, more than 8 years",Perks is solid. Work time is flexible.,No W&L balance. Work from 9am to 10 pm.
Software engineer,4.0,"Mar 30, 2025","Current employee, more than 3 years",Very cool with every leisure facility possible,Nothing as of now comes to mind
Web solutions engineer,5.0,"Mar 30, 2025","Current employee, less than 1 year",competitive pay and best food,none  i can think of
.net engineer,1.0,"Apr 30, 2025","Former employee, less than 1 year",it was fine working here,cant think of anything to write
Anonymous employee,4.0,"Mar 27, 2025","Current employee, more than 1 year",Proves a Simulating environment to explore different areas,"Too big, so limited scope of work"
Project manager,5.0,"Mar 25, 2025","Current employee, more than 1 year",Everything is best and the environment is really amazing no toxicity at all.,There's literally no cons at google.
Receptionist,4.0,"Apr 4, 2025","Former employee, more than 1 year",Good atmosphere and friendly people,No complaints on my end.
Software engineer,5.0,"Mar 22, 2025","Current employee, less than 1 year","- good work life balance
- interesting engineering problems","- slow advancement
 - there is a lot of slow process"
Anonymous employee,5.0,"Apr 2, 2025",Former employee,lots of resources good people,none that i can think of
Academic counsellor,5.0,"Apr 2, 2025",Current employee,Amazing opportunities every single day.,Very demanding and busy always
Software engineer,3.0,"Apr 2, 2025",Current employee,The company is a good for starters,There are no cons in this
Analyst,2.0,"Mar 19, 2025","Current employee, more than 8 years",Pay is better than average. Lots of internal tools that make doing the work more seamless,Culture has tanked since th pandemic.
Labour's and packaging,5.0,"Apr 1, 2025","Current employee, more than 1 year",Many pros within the work environment,Bad display of items and projects
Software engineer,5.0,"Apr 1, 2025",Former employee,Good condition of office and staff,Canteen food is not good
Software developer,4.0,"Apr 1, 2025",Former employee,"Good wlb, food, infra is good",Slow pace limited growth large teams
Software engineer,5.0,"Mar 31, 2025","Current employee, more than 3 years",really good at software fields!,I hope this company developes his servers
Software engineer,5.0,"Mar 30, 2025","Current employee, more than 3 years","Free food
Lots of employee development programs",Too many perks to have
Workplace program manager,4.0,"Oct 14, 2024","Former employee, more than 10 years","Fellow employees are universally smart, kind, thoughtful, respectful, responsible, driven, and well intentioned. Worked on interesting projects and enjoyed diversity of experience and global impact. I worked hard, but boundaries were always respected. Incredible workplace environments that enable employees to succeed and be at their best, world class benefits, and very good pay.","After seeing the company grow from 25k to 175k employees during my tenure, it's now a very different place. Culture, morale, and trust in leadership have taken a massive hit following layoffs in 2023-24. The rose colored glasses are off for many remaining employees, who for a long time thought Google was truly unique in its approach to the employee-employer relationship, but at the end of the day, it's a giant corporation. I caught a great wave during the decade I was there, but the future is murkier due to new competitive threats (AI), regulatory risks (monopolist rulings), and economic headwinds."
Ux designer,5.0,"Mar 27, 2025",Current employee,you work in a good working environment,you might not be able to manage stress
Software development engineer (sde),4.0,"Mar 27, 2025","Current employee, more than 3 years",work life balance of google is very good.,compensation is not competitive compared to market standards.
Anonymous employee,4.0,"Jan 12, 2025","Former employee, more than 10 years","People, especially ones who've been there 8+ years (which gives you a sense of the different hiring seasons), are the best part of the company. There is a certain type of person who is accountable, smart, and team player who used to come AND stay at Google.","Every part of Alphabet / Google has its own type of person, especially at the management and leadership levels. This has inevitably driven change in the type of people being attracted to each org."
Sr. software engineer,1.0,"Apr 12, 2025","Former employee, more than 5 years",Not many pros to working here,"Illegal discriminatory practices. 
Pure evil management.
Celebrity culture. 
Performative DEI (now dead of course). 
Destroys careers"
Technical recruiter,4.0,"Mar 25, 2025","Current employee, more than 1 year","Strong brand, great talent pool","Limited scope of work, since it is a large scale org"
