Job Title,Job Ratings,time,JobStatus,Pros,Cons
Senior solution manager,1.0,"Aug 13, 2015","Current employee, more than 10 years","It is possible to get a good salary and do nothing, if your friends with the LT 
Seattle area
Some amazing individual contributors (who never rise to management)
opportunity to make large impactful changes.","Many people do nothing and slide under the radar.
Make big changes you risk your job
You may get no credit for your large impactful changes be prepared for people to take credit for your work
Any change is seen as wrong and attacks will come from all sides, be prepared to defend the changes you made from constant attack.
Completely incompetent management which support each other and drive 
Review system based on who likes you not what you have done
Promotions are few and far between and when you get them they are not very large."
Anonymous employee,3.0,"Jan 19, 2016",Former employee,"Great benefit, huge amount of resources to leverage (love the library!), high profile products, leading edge technologies in certain teams","Internal transfers are as difficult as applying for a new job, but no any monetary gain. 4 levels from entry level to senior, takes quite some perseverance and, luck. Doesn't value veterans staying with the company for long as much as industrial hires (non-senior levels). Worst issue: there's no way to review your manager what-so-ever."
Content publisher ii,5.0,"Dec 31, 2016","Former employee, more than 3 years","* Very competitive salary
* Nice benefits and perks
* You are very mobile in your career
* Relatively open to relocation
* Certain managers are very proactive about work/life balance","* Sometimes collaboration (especially with int'l teams) gets in the way of work
* Teams within the same division aren't always on the same page
* It's easy for people to get away with not doing their job and force you to pick up their slack"
Senior product designer,4.0,"Apr 26, 2017","Current employee, more than 3 years","- You get to work with some incredibly smart people
- Very challenging problems with allot of ambiguity
- Autonomy","- As a multi disciplinary designer I feel there is already a high expectation as far as your contributions, but the obsession with growth mindset and unicorns in unrealistic and not a sustainable practice when it comes to nurturing and supporting employees."
Anonymous employee,4.0,"Aug 28, 2017","Former employee, more than 3 years","Leadership is amazing with Satya heading up the company. I loved my job, it was challenging and extremely fun, I was truly happy and proud to work for such an great company.","Politics, like everywhere if you are not part of the circle of friends, you do not get that many opportunities, or awards. 
Being a remote employee in the marketing team is difficult as you do not get a lot of opportunities compared with others located in Seattle. 
I was part of the recent reduction in force and it was a hard pill to swallow as I thought I did a tremendous job and I was regarded as a loyal and efficient employee."
Community development specialist,4.0,"Jan 5, 2018","Current employee, more than 3 years","I love the benefits here.  In addition to the standard dental, health, 401K; also little perks like Stay Fit reimbursements (on gym memberships, workout gear, etc), tuition reimbursement, and even adoption fees.  Great CEO, he has completely done an overhaul and started to shift the culture and mission in a huge way.","The largest downside is that receiving internal job transfers/promotions is exceedingly more challenging than I would have ever imagined.  Also, pay increases are very low each year, and in my role, the bonuses are insignificant."
Senior product marketing manager,4.0,"Mar 9, 2018","Former employee, more than 10 years","1) Great people who often go above and beyond
2) Benefits are amazing and comprehensive
3) Many different job opportunities within one company
4) Travel potential
5) Some really cool products","1) 24/7 phone and email availability expectation
2) Some managers openly play favorites and are not transparent
3) Internal processes are a mess and are skewed towards management saving face rather than resolving worker's issues and improving processes"
Product advisor,3.0,"Sep 14, 2019","Former employee, more than 1 year","Fun work, fun team, lots of team building exercises, good motivation","Long, long hours. I was a part timer working 40+ hours a week, so overtime was awesome, but between that and school, it added up. I ended up in hospital and was fired, so I asked for preferential rehiring and HR informed me I had ""never been fired"". When I talked to a co-worker (a fellow Product Advisor) about it she forwarded the email she was sent, that DETAILED MY TIME IN HOSPITAL as the reason for my FIRING, sent from my BOSS. I quit after three months back because the work environment from then on was markedly hostile, as my managers viewed my unfiring as retaliation for them firing me."
Digital sales representative,4.0,"Aug 23, 2022","Current employee, more than 3 years","With no technical background, I now have way more technical knowledge and many certifications to show for it.","Selling Azure is not fulfilling. Unless customers have a very clear potential project and specific needs, there are very little technical resources to show customers the art of the possible. There are very high requirements (in terms of upfront budget) to get customers into any enablement programs. You learn from managers that it's better to move quickly and focus on bigger customers than to take the time to really understand the customer's business and pain points."
Team manager,5.0,"May 29, 2008",Current employee,"At Microsoft you are working for one of the greatest companies in the history of the world.  Microsoft is the leading edge of personal computing technology, and when you work here you are surrounded by people with incredible talent who want to make sure we maintain that position.  If that isn't enough, the pay is competitive and the benefits are incredible.","If you don't like to work hard, and would rather coast along, you will not succeed at Microsoft.  To be successful you must treat your employment at Microsoft as a career, rather than a job."
Program manager,3.0,"Jun 20, 2008",Current employee,"The power of a giant in the industry. Microsoft has been around for so many years, yet it has continued to grow and expand, into new product and service areas. Although with varying degree of success, there is no question the giant is a force to be recognized in almost every area that it chooses to enter.","Too big a machine and too many suits running too many shows. Having so many initiatives going on at any given time would certainly imply there are a lot of wasted effort that goes nowhere. Despite of the corporate resources, it is questionable the huge investment in research is really the way to invest in the future. The true startup model is a lot more competitivie."
Program manager,3.0,"Jul 12, 2008",Former employee,"The most career choices, the most opportunities, the best benefits in the Seattle area. Some of the brightest people are employed there. You can learn a lot from others. The company is stable. There is a lot of support for Microsoft in the Seattle area. Microsoft is known around the world. Life/work balance is respected. If you want a change, you can always look elsewhere within the company. Free drinks, decent and affordable food available on campus. Main campus is beautiful. Relaxed, diverse, friendly, intelligent environment. Good commute benefits (free bus, etc). Telecommuting is supported. Software discounts, freebies. Somewhat ""fun"" morale events.",Decisions that get made are on the conservative side. Orange Badges are treated like second-class citizens. Commute is hideous.
Software development engineer,4.0,"Jun 22, 2009",Current employee,"1. Working on hard problems that impact people's lives.
2. Benefits, especially 100% medical coverage.
3. Great training program.
4. Management assigns a task and gets out of the way allowing me to do it how I feel is best.","1. It is a big company and many times politics is just as important, if not more so, than the validity of the project.
2. Hearing people talk about how much the products suck gets old.
3. A feeling that change happens to slow to keep up with the market."
Software development engineer in test (sdet) ii,2.0,"Aug 28, 2009",Former employee,"Great health plan and other perks, you get to work on very high profile projects, flexible working hours (somewhat), great company store","Lose your soul, non-aggressive people are pummeled to a pulp, risk losing your family, risk losing your mental health, suprisingly large number of my peers are on depression and/or anxiety meds caused by work stress.  My psychiatrist noted an enormous portion of her clients are from Microsoft and she has become quite familiar with the issues."
Anonymous employee,3.0,"Sep 14, 2011",Former employee,A lot of the work is driven by individual performance within a team environment and the pay is good. The work is challenging and you feel that you're working toward something meaningful.,"The management is poor. The company tries to maintain a small company feel, but lots of good people are lost because the managers are poor. The company is more reactive than proactive, and there seems to be management and structural changes at least once a year, often more than that. Much of the technology feels stale and only in some of the sectors is there true innovation."
Software development engineer ii,1.0,"Aug 21, 2012","Former employee, more than 3 years","Good work-life balance - you don't work a lot. Good benefits. Good location. Free parking. Quiet neighbourhood. Generally friendly people. Large support community due to number of employees concentrated in one location. Lots of amenities and facilities such as common rooms, athletic facilities, playgrounds, parks, gardens, company store, visitor center, etc.","The company has no focus or direction. The employees are in an Orwellian state of denial. There is no honest discussion about pros/cons of any product. There is no direct honest discussion on decisions. Everything is awesome. Everything has already won. Bing is a winner. Windows Phone killed the iPhone in 2010. Windows 8 has killed the iPad by just being announced. Any other opinion, and you shall be branded a traitor."
Director of development,5.0,"Oct 22, 2013",Current employee,"If you are part of Redmond team in Senior Engineering role, you are at right place to make the difference. The company operates from Redmond. I worked at Redmond and it was great.. I moved to Mountain View and it went down the drain..","If you are part of bay area team in Senior Engineering role, you are the wrong place to make the difference. The company operates from Redmond. It acts like start up when it comes to planning but executes at the speed of big company while it should be exactly opposite."
Software development engineer in test (sdet),4.0,"Dec 4, 2013","Former employee, more than 3 years","Good benefits, stable job. Certain teams have very interesting things going on. You meet people with different years of experience and there are some valuable things you can learn from them. Lots of benefits and good multiplier effect on pay with cash and stock bonuses.","Re-orgs destroy everything. Several teams are dead weight on the rest of the company, but ignored because the company is a profit machine. Far too many processes and practices about this company come from the 20th century, which really slow things down. Not relevant anymore, but the stack rank caused us to lose far too much talent for no good reason."
Senior software development engineer in test lead,5.0,"Apr 7, 2014","Current employee, more than 3 years","Very impactful to global software and impacting everyone in the world in software that you've made and design and sell. It really allows you to do your great work if you are ambitious and if you are creative. Also, it is not limited to doing the traditional test work that testers are supposed to do. You are only limited by your imagination.","Large company is complex and you need to navigate your way through. You are only limited by your imagination. It really takes time to build trust and establish credential. It may take some time and effort for multiple people to appreciate your work. So you need to be self motivated. If not, you may not make it. You need to believe in yourself at times."
Senior marketing manager,4.0,"May 21, 2014","Former employee, more than 1 year","It is a great place to be among high intellectual capital and excellent work opportunities. The company and management is supportive of employees moving into new roles every 2 years. If you like breadth of experience, that is great opportunity.
Time off is more than fair and compensation was very competitive.","If you aren't part of the inner circle, you might not get that bonus you deserve. So make sure that you are in good clear, written communication with your boss about how your performance is measuring up over the course of the year!"
Anonymous employee,3.0,"Jun 11, 2014",Current employee,"1) You get to say you work for Microsoft
2) You can essentially do nothing for five years until you are weeded out","1) The level you enter Microsoft determines your future, not your work or value to the company.  10 year vets watching fresh MBAs come in with no experience at L63+.  Management just wants good looking resumes on their team
2) Politics POLITICS!!!  It's funny in the new MS Poll the #1 word cloud was politics.  Management was taken back, as they are not sure what politics means in the workplace (So blatantly lying to employees)"
Anonymous employee,4.0,"Jun 23, 2014","Former employee, more than 10 years",Employees are very intelligent. Benefits are among the best. They try to help you grow in your career.,"Location is not desirable if you live anywhere but Redmond or Bellevue. The commute is more horrible than eer before from Seattle or any direction, for that matter.
The company is not agile enough and is crippled with a lot of people that shouldn't be managers. 
Employees are smart, which unfortunately gets in the way of doing what is best for customers, although most of the time their hearts are in the right place."
Software development engineer in test (sdet) ii,4.0,"Oct 29, 2014","Former employee, more than 3 years","Good place to work: location, compensation, smart good people, interesting job and lots of high paced innovations in many teams. Pro Sports Club is awesome and paid by company.","Review system forces people to focus on their personal goals in the competition against team members instead of working towards common goals. 
No matter of your contribution or how well you work with feature crew the personal relationships with your manager and further in the chain of management are crucial to the formal success. Team often loses technically strong people due to this non-technical reason.
Many of the office spaces do not have windows. This is an awful experience not to see a glimpse of the natural light during the whole day."
Content project manager,4.0,"May 23, 2015","Former employee, more than 10 years","In general, the people are great to work with, intelligent, and passionate about what they do. 

The benefits are exceptional from the medical/dental to cafeterias to health options.

The variety of work opportunities is quite nice. There is an area for everyone.","Because there are so many areas, it is sometimes hard to make the switch between groups. You can have a tendency of getting to specialized. Convincing others that you have the skills to make a move is not always easy.

The expectation is that you manage your career. For some people, this is great. For others, not so much."
Senior software engineer,4.0,"Jun 22, 2015","Current employee, more than 10 years","Great benefits, can now move around to find the right team *as long as you don't have bad reviews*. Huge resources and can work on projects that ship to the world.","Same cons as working for any large corporation. You need to be popular, outgoing, and love process in most of the company. In addition, you'll need to be pretty pushy to make it to the senior bands and making principle is rare and you'd be better served by starting your own company than trying in many cases. Also, the company gave up on Software Testing as a discipline, so if you love testing (or that happens to be what you specialized in) then look elsewhere."
Content developer,3.0,"Mar 15, 2016","Former employee, more than 5 years","Compensation is probably the best around.
Chance to be part of something used by millions globally.
There's little end to the variety of things you can work on. If you have an idea, you can usually pursue it.","Demands are high and fast. If you're solidly Type A, you'll be okay.
Management quality and ability is highly variable. Good, effective managers are not the majority of the management pool. Org structures are typically pretty vertical, too.
Expect frequent reorgs that may suddenly put you in completely different teams, projects or roles."
Human resources director,5.0,"Sep 14, 2016","Former employee, more than 10 years","Great people and (mostly) great products
Terrific career opportunities - at HQ in Redmond and in field roles
Very competitive pay and benefits
An ability to re-invent itself.  It can feel like trying to turn an aircraft carrier, but the company has proven it's capable of changing course","They confuse ""collaboration"" with ""constipation."" Decisions can take too long, with too many ""stakeholders"" to try and satisfy.
It's become very political
They think very locally (Redmond), but try to operate globally."
Software development engineer ii,5.0,"Feb 24, 2019","Former employee, more than 5 years","If you are fresh out of college, this is one of the best companies to work for. Like many other tech companies, there's a big emphasis on work-life balance and community building. In a lot of ways, it will feel like an extension of college in terms of the learning and events with other young professionals. Senior developers are, for the most part, very happy to mentor younger people and instill a sense of discipline. Internal mobility is fantastic as well, moving from team to team is relatively frictionless and it's Microsoft, so there's a team for almost any area you want to work in. There are so many resources that there's an expert for basically anything you want to know. There's tons of young professionals around too and Seattle is a great place to live. Pay is competitive with the other top companies at a junior level.

Exit opportunities are great here as well. If you pay attention and put effort into your work, you will come out with a brand name that recruiters all over want to see, as well as a disciplined, rigorous skill set to match.","As you move up in ranks, the pay disparity between Microsoft and its competitors (Google, Amazon, Facebook) starts to grow, with Microsoft developers making substantially less than their counterparts. For some, this is okay if they value lifestyle more than career progression. For others, it's common to jump ship to another company.

As with any other big company, there's layers and layers of bureaucracy. For most mature teams, all work will be carefully planned months in advance, specced, discussed in multiple team meetings, with dedicated PMs and testers. In the beginning this is good because it teaches the absolute best, gold standard way to develop large software. After a while, it can become very dull and repetitive though.

The annual review system, which invariably involves peer feedback and encourages backstabbing peers, can be maddening. Even after spending several years here, most people will find it's hard to break off of the railroaded promotion system and really shine as a superstar, just due to the seniority-based culture and siloed nature of the work (you don't have the expertise to move into a management role or more technical area that's already being done by someone more senior, but by never doing that role you'll never build expertise).

Also your experience is hugely, hugely team dependent. Local team culture matters way more than anything that happens at top management level. Two employees at two different teams can have drastically different lives. Maybe the things I list as pros are actually cons in your team, and vice versa. Unfortunately there's no real way to tell what it'll be like working on a team until you actually start working there. You can gauge the number of young vs old developers to get a sense of the culture though.

Despite this Microsoft is still a fantastic company, no regrets after having worked here for 6 years. The opportunity to work alongside world-class engineers to ship code that all modern versions of Windows use has been a privilege."
Anonymous employee,1.0,"May 6, 2019","Former employee, more than 8 years",The benefits - free health insurance and yearly fitness allowance,"1.) This company is highly political. If you're not on the favorite list, you should just move on. People who have been in the company for 1 year are suddenly promoted 2 levels because they know CVPs while other people who have worked hard for years are passed over in favor of these people.
2.) No diversity. Don't let the rah rah talks fool you. This company doesn't care about promoting women or ethnicities, which is why there's been so many lawsuits. Luckily this company has lots and lots of lawyers to fend off all of these lawsuits.
3.) Incredible amount of layoffs. Every quarter there are layoffs, which have become a running joke among managers. Hundreds of people get laid off while the company continues to hire at rapid speed."
Senior consultant,4.0,"May 29, 2020","Current employee, more than 10 years","Work on new technology areas and with some of the biggest company names you will find in the market. Virtually every company in the world uses something from Microsoft. So there is ample opportunity to work on different software or hardware offerings. If you are willing to work hard, you can grow really fast and learn a lot.","Lots of politics in many orgs due to old timers protecting their stocks that will vest. This is a compensation structure problem. 
Laggards end up staying longer due to lack of performance improvement plans which hurts the whole team
Too many senior management folks concentrate on meeting absurd KPIs as opposed to growing the business"
Global cloud partner evangelist,4.0,"Sep 17, 2021","Current employee, more than 3 years","Very smart, driven people. But also very much boy scouts and a bit stuffy. Employers are driven by mostly fear of reprisal, being the lowest performer on your team, not getting a much counted on bonus, receiving a bad review/ losing your job, or not making a quota. So this leads to very little risk taking and disruption.",Many of the systems and processes will strike you a dated and clumsy. And the is a short of stuck Microsoft way of doing many things. You occasionally see me tools hacked together by smart knowledge workers. But not nearly as often or as much as you'd expect
Research scientist ii,4.0,"Apr 19, 2022","Current employee, more than 3 years",Microsoft prides itself on its culture.,Many previous benefits like work life balance are starting to disappear. This exacerbates the tension over low compensation. Further there is a growing concern over new hires coming in with little to no experience at higher pay than high performing employees due to the discrepancy in retention and acquisition team budgets.
Senior software engineer,2.0,"Aug 11, 2008",Current employee,"Nice benefits package. You can work average if you expect average payment. If you can find the ""right group"", if such exists, you can grow in the company.","Too political place. Everything has to make everybody happy, which makes things not work after all. Usually you get stuck with lousy explanations on why you can't get a raise, a promotion or bonus. Most of the time the managers are ""with their hands tied"" to get you the rewards."
Product manager,3.0,"Jan 25, 2009",Former employee,"Great benefits, good pay, many other perks.","it all depends on the team and who you know. it is much easier to go out of the company, get a promotion and come back in at a higher level than work your way up. even though there are annual reviewes, individual goals are not alinged with those of the ocmpany and many teams end up working on the same stuff or simply waisting company resources if it's in the GM's interests to gorw his/her org."
Software design engineer in test,2.0,"Mar 29, 2009",Current employee,"The access to a huge amount of resources (smart people, software, training, etc.).  The benefits are good as well.  Full coverage on health and dental benefits.  Free juice, pop, and other beverages.  There is a lot of history at the company and a chance to make a huge impact witih the hands on jobs.  This is something to be proud about.",The work life balance is horrible.  There is an unending amount of work to be completed and not enough time to comple it all.  This is very stressful.  I was recruited and told that I would be given a company mentor and not just a mentor on my team.  This along with other promises went unfulfilled.
Researcher,4.0,"Apr 4, 2009",Current employee,"It comprises a large and interactive community of employees. For example, there are hundreds of mailing lists that allow people to get together for various activities, from sports on the campus to external work meetups. There are also many high quality and smart people (at least in Research). I'm not that certain about the density of smart people in other departments however. The campus is also pretty nice.","There is quite a bit of bureaucracy. In research, there seems to be limited tech transfer from research to products. There also seems to be many isolated feifdoms that don't interact much. It would be much better if product groups were more open to each other and less protective of their own domains."
Principal group program manager,4.0,"May 12, 2009",Current employee,"Pockets of the company have outstanding thinkers and technologists.  Opportunities still exist to work on influential and complex products.  The benefits are gold plated.  Work life balance is hit and miss, depending on group and point during dev cycle.","The company is turning more political internally as it ages.  The review system contributes to the more political culture.  We've lost our swagger in many ways.  It's so big that it can be very difficult to get things done.  It's all about who you report to, so make sure your manager is great."
Software development engineer in test (sdet) ii,2.0,"Jul 7, 2009",Current employee,"Health benefits are still above average.
Many different products and projects that makes easy to change focus without moving to another company.
Good resources for career development if you find time.","Work/life balance at Microsoft is becoming a myth. 
You work for a company that always follow the innovative competitors. Innovation is not in Microsoft's blood. It is customer oriented company with long development cycles. Any innovation in a product becomes history before the product is released. I believe this also affects the stock price."
Software engineer,3.0,"Dec 12, 2009",Current employee,"Opportunity to work on a wide range of technologies and products.
Working through couple of release cycles on big projects, helps building wide range of skills, essential for shipping a product.
Good benefits; lots of trainings, tuition assistance for continuing education.","The way review process is set up, it forces developers to put substancial efforts on being 'visible'. I think these efforts could be spent more on development activities."
Software development engineer intern,5.0,"Jan 26, 2011",Former employee,"As one of the worlds largest software companies, you feel that what you are doing there is making a difference. The work is challenging and interesting and the rest of the staff is made out of very bright people willing to help you.

It also has a very fun and laid back environment, the free drinks are awesome though they may make you gain some weight if you abuse them.","Your success as an intern depends a lot on which product group you're on, some managers are much more demanding than others."
Group manager,3.0,"Sep 9, 2011",Current employee,"Microsoft has products in many different areas - operating systems, database systems, messaging products, telephony, online games, etc.  One of the best reasons to work at Microsoft is the diversity of products and the opportunity to work with some very talented people.",Microsoft is a very large company with a fairly deep hierarchy.  The opportunities for true entrepreneurs is far less today than it was 10 years ago.  It is much more difficult to start something new at Microsoft.
Premier field engineer,5.0,"Jun 20, 2012","Current employee, more than 10 years",Microsoft has been an incredibly stable company to work for.  Roles and expectations are generally well specified.  Lots of opportunity to move up or around within the company. There is always something new and exciting to work on.  New ideas are always welcome and freedom to pursue your passions.  Hard work is always rewarded.,"The work environment can be quite competitive.  Rewards are performance driven as compared to your colleagues. If everyone is a superstar, it can be difficult to differentiate yourself."
Software development engineer in test (sdet),3.0,"Sep 20, 2012","Current employee, more than 5 years","There is a lot opportunity to be found at Microsoft, since the company is in virtually every field of computing.  The people are smart and friendly.  You get to hear interesting talks from researchers and other notable personalities from inside and outside the company.  The work is challenging and intellectually stimulating.","Working in a large company there is sometimes a lot of process involved in coordinating everyones efforts.  This overhead can sometimes get in the way of work.  However, newer teams are now adopting more agile methods of software development.  Since everyone is smart, there is a lot of tough competition between colleagues to get rewards and promotions, and so you need to be prepared to work long hours to be successful."
Senior product manager,3.0,"Dec 18, 2012","Current employee, more than 5 years",My coworkers are great - really smart and fun - we work hard and play hard. They have given us some great access to products at low or no costs. Dog fooding the latest and greatest software is pretty great and I would miss that if I left.,"The review process is the worst - it creates a culture of mistrust and fierce, unhealthy competition amongst peers. There seems to be a push to get rid of long term employees, that have always been great performers, in order to ""save money"" since they make too much after being around for so long. The sales side is now getting horrible reviews (4 or 5) if they don't make 100% of quota and leaving for the competition."
Product manager,5.0,"Jan 3, 2013","Current employee, more than 1 year","Microsoft is fairly easy work-wise compared to other tech companies in the sector. If you're looking to have a life and get a pretty good paycheck, you should work here. If you want to make huge blazing changes in the industry, don't bother unless you are very senior -- too large of a company to make any real change","Due to its size, there's a lot of employee redundancy and bloat. Too much red tape and working with multiple teams to get very simple tasks completed. Your manager will make or break you here - be sure you get a good one."
Senior product marketing manager,5.0,"Nov 20, 2013","Current employee, more than 3 years","Upper management is making big changes to the company that should make it work better than it has in a long time. In June a reorganization was announced that will help teams work together better, and recently the employee evaluation system was overhauled so no longer will individuals be ""ranked and yanked"" on a forced curve. Both of these changes will help immensely with collaboration.","There is still lots of work to do to turn the company around. Cash cow businesses are nearly milked out, and there are many technologies that the company needs to mature in order to replace the revenue. Also, there is some uncertainty around who the new CEO will be and what the new CEO will do."
Program manager,5.0,"Dec 11, 2013","Current employee, more than 5 years","Managers are, for the most part, invested in your career and your success (I've only encountered a few bad managers and they tended not to last long)
Lots of focus on ownership and product impact
Great benefits and pay
People are amazingly talented and fun to work with
Finally feels like we're building something together as a company, not just silos","You'll get harassed at parties (""I hate Vista, my computer is broken, Skype didn't work last night"")
Senior management isn't always great at communicating downward which sometimes results in confusion
There are still some old (OLD) tools being used in engineering and it sucks when you have to go touch them"
Principal consultant,2.0,"Mar 3, 2014","Former employee, more than 8 years","Company name recognition - If you say you work at Microsoft, people know who the company is.  Free access to Microsoft software.","This is a company in a cultural free-fall.

Microsoft used to be its own worst critic - it helped improve its software by internally having high expectations.  Now it is full of non-technologists (many are women who ""don't understand technology, but are good at communicating, or ""big picture people"".  So concerned about its image and its diversity - if you aren't gay or a particular race with some complaint, you're a minority."
Anonymous employee,3.0,"Mar 29, 2014","Former employee, more than 5 years","It's a great company, and while working there I felt very proud to be part of it. The licensing/software side of the business, which is their cash cow is fantastic and a true example of what a company should do","For MS Advertising they had so many opportunities to be the #1, yet they managed to destroy value. They bought aQuantive for 6.4 billion dollars and they wrote it off last year, I find this amazing! You want them to do well..but management always screws it up"
Anonymous employee,5.0,"Aug 14, 2014","Current employee, less than 1 year","The most amazing people, very supportive culture, zero micro-management, ability to work on cool projects and get exposed to very senior leadership are the best things about MSFT. The company is doing great things at this time and employees are quite inspired. Company's stock has performed very well in the past few years and the salary and benefits are quite aggressive for new hires. I personally was positively surprised by how cool the company was as compared to my original perception. Perhaps, this is the result of the new CEO.","As a new employee you are very likely to get a bit overwhelmed at first by the amount of information you receive. This passes, however."
Senior software development engineer in test (sdet),4.0,"Aug 29, 2014","Former employee, more than 10 years","If you are in a good team with established people, you will learn a lot and you will feel your life is enjoyable. If not, you are just wasting your time here. Make sure you talk to a bunch of folks to identify whether the team and group you are going into is a good one or a bad one.",Company is trying to change direction to move fast. Upper management is playing around with the lives of high performers making them not productive and stealing away their fun.
Software development engineer ii,4.0,"Aug 29, 2014","Former employee, more than 5 years","Great benefit and great pay, if you want top pay for your level of work, this is definitely the place.
Challenging work, smart people, team oriented culture, flexible work hours, and overall friendly work environment.","It's very easy to get into ""great engineers don't always make great managers"" situation, often IC got assign/promote to management role, not at will but as ""expectation"" of his/her level, generally result in team under-managed or worse. 

The company promotes team oriented culture and ""no rock star"" approach, but the review process speaks otherwise.

Flexible work hours can be double edge sword, you should not expect every week is exactly 40 work hours. (Although managers are generally cool with taking ""rain checks"", so you can work a 60 hr week, then skip Friday for next 3 weeks.)"
Program manager ii,5.0,"Sep 6, 2014","Current employee, more than 5 years","With the diversity in Microsoft and the ability to move across teams, disciplines and geographies is liberating. For all the hate Microsoft may get it has mostly positive, smart and understanding leaders.","Roles can sometimes be confusing. A program manager can end up handling too many things internally and focus very little externally. This leads to product confusion. 
Also even though its a very large company, it competes with hyper focused competitors where the leadership is crystal clear on the are and the number of people working on it may be much more."
Program manager ii,4.0,"Oct 11, 2014","Current employee, more than 5 years","Flexible, good benefits, competitive/challenging environment, work with smart people (IQ wise), a lot of learning through every day experiences. It's great to be part of a company building the world's future and current technology - great impact.. Good place to learn and build solid technical, analytical, management, business skills.","Low EQ in some team leads, team leads/culture after re-orgs or moves can turn to be a coin toss, I've had incredibly talented/mature/mentoring/technical/high EQ managers, and then very poor people managers out to squeeze as much work out of people with no personal interest in team."
Account manager,2.0,"Dec 18, 2014","Current employee, more than 10 years","You meet the smartest, most motivated people every day you work at Microsoft. You have every opportunity to move to any team you want to (If they want you) and can grow into anything you want to do.","The adversarial stack ranking system has been made less transparent, but is still in effect. 10% of a team will get a 0 bonus every year. 0 bonus means you are done at Microsoft. A predictable system, combined with smart people who understand basic game theory means employees have to focus on internal politics more than doing great things if they want to succeed."
Software development engineer ii,4.0,"Jul 12, 2015","Former employee, more than 8 years","You get a chance to make a difference and work on high impact products.
You get to work and learn with lot of smart people.
Good pay and benefits.","Some teams have more bureaucracy than others.
Some time you feel that you are just a cog in a big machine.
In most teams, it is hard to grow career wise without sacrificing some work life balance. There are lot of people there who work hard and put lot of extra time. If you don't do the same then you may not get promotions or huge bonus."
Software engineer ii,4.0,"Sep 22, 2015","Current employee, more than 1 year","I work at Microsoft headquarters in Redmond and have been with the company for 2.5 years. This is a great company to be a software developer for, and they pay well with fantastic benefits.

Some teams at Microsoft are fast paced, new, and exciting. Some teams are slow moving and have tons of process. You can probably find what you are looking for at this company given the wide variety of products and teams.","Many teams have too much process and are too focused on the software development process, and less on the end product.

Innovation can be difficult in the well established products (Windows, Office, ...)."
Architect,5.0,"Oct 2, 2015","Former employee, more than 10 years","Great pay and benefits, culture focused on technology and innovation, strategy not focused entirely on making profit- it has a higher mission and does amazing things to help those in need, the environment, and the community.","So matrixed, it is really hard to get things done. Decision rights unclear. Lots of waste, due lack of focus on process or focusing on wrong results. Politics and competitiveness between groups is pretty awful, but getting better"
Anonymous employee,3.0,"Oct 23, 2015","Former employee, more than 8 years","EPG has many smart and hardworking people.   If you can make politics work in your favor, you will be rewarded.  Good place to leave and go to the field.","Very political and not transparent in terms of reviews and rewards.  If you are not liked by your manager or if your manager is not strong, you will not be successful.  Lots of big egos.  Not a place where Microsoft is investing."
Software engineer ii,5.0,"Aug 16, 2016","Current employee, more than 3 years","Having changed two teams, I've found a team that:
- has a lot of freedom in product decisions
- what technology we are allowed to use

- Generally accepting culture, people genuinely trying to be less biased
- Good benefits","- Slow decision making process. Not all decisions should go through PMs and management, let us move faster than the slowest PM
- Lack of mentorship. Having looked for a few years, I have not been able to find a mentor"
Azure tsp,5.0,"Sep 4, 2018","Current employee, more than 3 years","Excellent flexibility, direct contact with the Product Groups. You get to work with customers and share success. Tons of opportunity for learning. I love this job because I get to stay technical but also work with our innovative customers.

Also, benefits are really good. 401K match is terrific. Time off. Work / life balance. Salary and benefits are really great for the TSP as well (you get both RBI and CBI, which is outstanding). Stock awards too. You have lots of opportunity to be very well compensated if you deliver results.","You are expected to deliver results. This is not a con, really, but you cannot ride your past successes. Deliver results and get rewarded."
Program manager,3.0,"May 25, 2019","Former employee, more than 3 years","Can be collaborative in certain pockets of the company.
Benefits were really good, especially if you had family.","It really is/was who you know/knew at the company that dictated how well you did at the company. Not all orgs had clear objectives. If you found yourself in one of those orgs your work was really justifying your job to maintain or grow headcount. 
They do everything possible to bring you in at a lower level than you may be qualified for. They justify this by saying that it will be easier for you coming in at a lower level as the expectations will be lower for you."
Principal software engineering manager,4.0,"Aug 18, 2019","Current employee, more than 10 years","Great benefits with health insurance, legal support, and gym membership. It is a true software company if software engineering is indeed your passion.","Base pay and RSUs are lower than industry. Because of that the good people leave for better pay eventually. This causes not only churn, but also reduces the quality of the engineers eventually.

Satya did a good job on the image of the company, however when you are inside, many things are the same. Diversity and inclusion is a joke. Most upper mid-level management (some M2s, most directors, DEs, junior VPs) resist to change, so organizations, ICs, M1s get stuck in between."
Senior software engineer,4.0,"Jun 24, 2020","Current employee, more than 5 years","WLB is there in a lot of orgs if that is what you want.

i've had a good experience, but obviously not everyone will be as lucky. Depends on the organisation and managers.","Microsoft likes to think they are FANG, but they don't pay as well. 4 year cliff is real, and primary reason I'm leaving.

D&I is generally good, but it can get a little silly sometimes/group think."
