,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
2,825,Tether USDt,USDT,tether,100843,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120219543500.33812,121337937370.43233,True,,3,,,,2024-10-22T09:04:00.000Z,0.9992497818447222,64747193283.10927,16.0892,-0.02273231,-0.02477807,-0.02405933,-0.09955153,-0.07496318,-0.0845749,120129352616.18497,5.1862,121246907446.89,,2024-10-22T09:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-10-22 12:06:49.833098
3,1839,BNB,BNB,bnb,2266,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145931419.00039232,145931419.00039232,False,,4,,,,2024-10-22T09:04:00.000Z,588.4190957176498,1779733753.8966458,-1.013,-0.93853318,-3.23327086,0.34324074,0.48034287,1.59979298,0.08865947,85868833605.00432,3.7071,85868833605.0,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
4,5426,Solana,SOL,solana,768,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470012061.71670574,586988273.8771256,True,,5,,,,2024-10-22T09:04:00.000Z,165.6127801900929,3436262175.594951,1.057,-0.6655774,-0.6446146,7.09152432,12.45141557,14.12335554,-6.1751437,77840004263.78117,3.3605,97212759975.77,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
5,3408,USDC,USDC,usd-coin,22583,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34652681979.54771,34652681979.54771,False,,6,,,,2024-10-22T09:04:00.000Z,0.99977997505252,6953533101.571857,48.1512,-0.02429991,-0.01055222,-0.01637469,-0.03497931,-0.0103725,-0.02441568,34645057525.015114,1.4959,34645057525.02,,2024-10-22T09:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-10-22 12:06:49.833098
6,52,XRP,XRP,xrp,1407,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56706436160.0,99987115141.0,False,,7,,,,2024-10-22T09:04:00.000Z,0.5389916786868826,1157100248.7297077,13.9748,-1.41112582,-2.4828956,-1.10578546,-9.58834163,-10.17163546,-12.07559499,30564297218.22894,1.3197,53899167868.69,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
7,74,Dogecoin,DOGE,dogecoin,1084,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146470436383.7052,146470436383.7052,True,,8,,,,2024-10-22T09:03:00.000Z,0.14299646908424732,1787797439.6370876,-5.7521,-0.84075731,-1.10729245,23.13070658,32.27184275,33.21378961,7.35148046,20944755228.098713,0.9031,20944755228.1,,2024-10-22T09:03:00.000Z,,,,,,2024-10-22 12:06:49.833098
8,1958,TRON,TRX,tron,1054,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86509802138.41298,86509862734.81819,True,,9,71659659264.0,11407406405.555906,,2024-10-22T09:03:00.000Z,0.15918867774029033,318797158.46712726,18.8037,-0.13864536,1.31274868,0.2578589,4.80214257,2.55986721,18.52102542,13771381013.988104,0.5938,13771390660.25,,2024-10-22T09:03:00.000Z,,,,,,2024-10-22 12:06:49.833098
9,11419,Toncoin,TON,toncoin,582,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2539521497.2504544,5113653348.129015,True,,10,3414166606.0,17896283421.659107,,2024-10-22T09:04:00.000Z,5.241772147325346,181286048.56981638,14.2072,-0.36523902,-1.2840567,-1.03756571,-7.45752464,-20.76706888,-24.765075,13311593051.821392,0.5748,26804605691.3,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
10,2010,Cardano,ADA,cardano,1271,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34980974699.72432,44995121858.387505,False,,11,,,,2024-10-22T09:04:00.000Z,0.36150551201488995,290863397.0704096,9.1609,-1.00606653,-0.8583088,0.14703404,1.96087006,-6.52046361,-13.4232228,12645815169.603752,0.546,16267748040.67,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
11,5805,Avalanche,AVAX,avalanche,790,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,406956139.5122733,446959239.5122733,False,,12,,,,2024-10-22T09:04:00.000Z,27.53129735033286,291718585.3076772,22.6912,-1.47091444,-3.4144088,-4.8126887,0.69814066,5.88280918,-8.35263047,11204030485.45594,0.4838,19705490810.91,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
12,5994,Shiba Inu,SHIB,shiba-inu,888,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589267100113952.1,589518337874090.8,False,,13,,,,2024-10-22T09:04:00.000Z,1.8133462989142214e-05,336639090.13078356,0.097,-0.97675097,-3.49338126,-1.39841226,23.25232223,25.78679087,5.14834798,10685453150.635511,0.4614,10690008961.26,,2024-10-22T09:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-10-22 12:06:49.833098
13,1975,Chainlink,LINK,chainlink,1861,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-10-22T09:04:00.000Z,12.001553401050154,247002628.34862554,7.4582,-0.84557749,1.1738072,4.22680385,5.98098079,2.6395093,-13.0159008,7523173394.835831,0.3248,12001553401.05,,2024-10-22T09:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-10-22 12:06:49.833098
14,1831,Bitcoin Cash,BCH,bitcoin-cash,935,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19777659.375,19777659.375,False,,15,,,,2024-10-22T09:04:00.000Z,359.5875972657438,222888865.56730863,-13.8781,-0.58603211,-3.14887075,-2.85232223,5.00621416,2.37406008,-3.86140861,7111801014.196562,0.3071,7551339542.58,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
15,6636,Polkadot,DOT,polkadot-new,829,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1508727436.4167354,1508727436.4167354,True,,16,1508725611.0797913,6550106167.652473,,2024-10-22T09:04:00.000Z,4.341482718626734,126667636.8530186,-7.417,-1.02769243,-3.48227285,-2.50996935,-1.46195255,-9.05380335,-27.28167079,6550114092.321272,0.2827,6550114092.32,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
16,6535,NEAR Protocol,NEAR,near-protocol,454,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1215793326.0,1216441050.0,False,,17,,,,2024-10-22T09:04:00.000Z,4.7326952280294945,232708611.58760595,-4.0424,-0.8739676,-4.70152266,-6.61787988,4.47124099,5.16798266,-19.21628975,5753979272.230308,0.2484,5757044752.51,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
17,21794,Aptos,APT,aptos,427,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'move-vm']",,516720995.53281283,1122052508.471583,True,,18,130000000.0,1435971525.6624064,,2024-10-22T09:04:00.000Z,11.045934812787742,453956226.18480605,118.8408,0.49660627,9.1700314,6.23338164,39.85143812,59.66863751,57.09243744,5707666433.054236,0.2463,12394118865.1,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
18,3957,UNUS SED LEO,LEO,unus-sed-leo,51,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,925180092.9,985239504.0,False,,19,,,,2024-10-22T09:04:00.000Z,6.104250722512998,14497831.14433784,65.6224,0.06394742,0.05817157,-0.6155584,6.59227467,4.5282185,4.42651938,5647531250.539468,0.2439,6014148954.14,,2024-10-22T09:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-10-22 12:06:49.833098
19,20947,Sui,SUI,sui,392,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2763841372.608888,10000000000.0,False,,20,,,,2024-10-22T09:04:00.000Z,1.9690750586822152,600334546.959057,-12.9486,-1.5268091,-5.38615773,-12.16249091,34.84562023,121.96281471,144.74612813,5442211112.95818,0.2349,19690750586.82,,2024-10-22T09:04:00.000Z,,,,,,2024-10-22 12:06:49.833098
0,1,Bitcoin,BTC,bitcoin,11781,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19771300.0,19771300.0,False,,1,,,,2024-10-22T09:06:00.000Z,66895.09025757121,37227780358.49203,48.8997,-0.59876808,-2.09455887,1.82131597,6.25691582,9.06615106,0.75152028,1322602898009.5176,57.1078,1404796895409.0,,2024-10-22T09:06:00.000Z,,,,,,2024-10-22 12:07:53.846241
1,1027,Ethereum,ETH,ethereum,9437,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120392960.0277458,120392960.0277458,True,,2,,,,2024-10-22T09:06:00.000Z,2626.9714891364615,16638798598.22192,-7.826,-0.62954576,-3.30331621,0.51093183,1.35358095,-1.79621791,-24.0947168,316268873485.63385,13.656,316268873485.63,,2024-10-22T09:06:00.000Z,,,,,,2024-10-22 12:07:53.846241
2,825,Tether USDt,USDT,tether,100843,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120219543500.33812,121337937370.43233,True,,3,,,,2024-10-22T09:05:00.000Z,0.9993773335903604,64663994806.92648,15.8384,0.01309815,-0.02294491,-0.0121171,-0.09027989,-0.06590723,-0.07628054,120144686828.81825,5.1876,121262384312.62,,2024-10-22T09:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-10-22 12:07:53.846241
3,1839,BNB,BNB,bnb,2266,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145931419.00039232,145931419.00039232,False,,4,,,,2024-10-22T09:05:00.000Z,588.2652694301474,1778614400.8661191,-1.1224,-0.89433049,-3.26403644,0.32563262,0.45474907,1.58496719,0.05398187,85846385516.58952,3.7067,85846385516.59,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
4,5426,Solana,SOL,solana,768,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,470012061.71670574,586988273.8771256,True,,5,,,,2024-10-22T09:05:00.000Z,165.60985869666737,3427605767.771898,0.6726,-0.61443111,-0.65183701,7.09490387,12.45428839,14.12718779,-6.18519993,77838631126.63295,3.3609,97211045093.39,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
5,3408,USDC,USDC,usd-coin,22583,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,34652681979.54771,34652681979.54771,False,,6,,,,2024-10-22T09:05:00.000Z,0.9999224193913638,6946513632.6168165,47.6096,0.00720026,-0.00799105,-0.00834351,-0.02258512,0.00809584,-0.01483103,34649993603.388855,1.4961,34649993603.39,,2024-10-22T09:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-10-22 12:07:53.846241
6,52,XRP,XRP,xrp,1407,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56706436160.0,99987115141.0,False,,7,,,,2024-10-22T09:05:00.000Z,0.5388383384556005,1156335429.0329926,13.8059,-1.42213959,-2.53492045,-1.13412252,-9.62054931,-10.19779339,-12.09123159,30555601840.19298,1.3193,53883833845.56,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
7,74,Dogecoin,DOGE,dogecoin,1084,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146470436383.7052,146470436383.7052,True,,8,,,,2024-10-22T09:05:00.000Z,0.1432347074532982,1785591317.9602993,-5.9934,-0.50447996,-1.04602254,23.47251343,32.55533316,33.47502892,7.64731466,20979650105.976936,0.9059,20979650105.98,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
8,1958,TRON,TRX,tron,1054,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86509802138.41298,86509862734.81819,True,,9,71659659264.0,11407796635.054907,,2024-10-22T09:05:00.000Z,0.1591941233355249,318322570.89114493,18.5249,-0.1288217,1.29091809,0.31093125,4.78131916,2.62249749,18.46318031,13771852111.354372,0.5946,13771861757.95,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
9,11419,Toncoin,TON,toncoin,582,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2539521497.2504544,5113653348.129015,True,,10,3414166606.0,17895916739.016033,,2024-10-22T09:05:00.000Z,5.241664746988634,181292584.36892748,14.1235,-0.35151214,-1.29203136,-1.02385216,-7.47095486,-20.77286412,-24.76097643,13311320306.3575,0.5748,26804056483.21,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
10,2010,Cardano,ADA,cardano,1271,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34980974699.72432,44995121858.387505,False,,11,,,,2024-10-22T09:05:00.000Z,0.3614777664403594,290863170.70596594,9.018,-0.99706015,-0.87672887,0.14237294,1.94375754,-6.49458292,-13.43182228,12644844602.36307,0.546,16266499489.82,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
11,5805,Avalanche,AVAX,avalanche,790,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,406956139.5122733,446959239.5122733,False,,12,,,,2024-10-22T09:05:00.000Z,27.529639074792094,291718585.3076772,22.5827,-1.44299017,-3.41299998,-4.81272352,0.68173773,5.86632363,-8.40926695,11203355640.043623,0.4837,19704303902.31,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
12,5994,Shiba Inu,SHIB,shiba-inu,888,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589267100113952.1,589518337874090.8,False,,13,,,,2024-10-22T09:05:00.000Z,1.812820850525667e-05,336648383.4169011,0.0358,-0.95800927,-3.52748116,-1.39270441,23.23598385,25.75492762,5.11816467,10682356856.15368,0.4612,10686911346.65,,2024-10-22T09:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-10-22 12:07:53.846241
13,1975,Chainlink,LINK,chainlink,1861,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,14,,,,2024-10-22T09:05:00.000Z,12.00135210892066,247386584.61521277,7.5837,-0.82669926,1.16040206,4.22991873,5.98575427,2.6378682,-13.03161137,7523047214.870405,0.3248,12001352108.92,,2024-10-22T09:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-10-22 12:07:53.846241
14,1831,Bitcoin Cash,BCH,bitcoin-cash,935,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19777659.375,19777659.375,False,,15,,,,2024-10-22T09:05:00.000Z,359.6272090350741,222823992.97943532,-13.8163,-0.5638665,-3.13938326,-2.83990196,5.01713564,2.37972366,-3.85457489,7112584442.277617,0.3071,7552171389.74,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
15,6636,Polkadot,DOT,polkadot-new,829,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1508727436.4167354,1508727436.4167354,True,,16,1508725611.0797913,6549003555.053377,,2024-10-22T09:05:00.000Z,4.340751894816892,126641305.16175298,-7.4578,-0.99430698,-3.50766837,-2.52543774,-1.4793736,-9.07474813,-27.30282922,6549011478.388176,0.2827,6549011478.39,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
16,6535,NEAR Protocol,NEAR,near-protocol,454,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1215793326.0,1216441050.0,False,,17,,,,2024-10-22T09:05:00.000Z,4.731655706094921,232274257.31222934,-4.3291,-0.86580517,-4.72666566,-6.61994796,4.45979967,5.12524662,-19.2424869,5752715428.4000225,0.2484,5755780235.36,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
17,21794,Aptos,APT,aptos,427,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'move-vm']",,516720995.53281283,1122052508.471583,True,,18,130000000.0,1435077344.8010013,,2024-10-22T09:05:00.000Z,11.039056498469241,454483323.480846,119.0148,0.45296859,9.10222109,6.19111674,39.73786696,59.561447,56.98425897,5704112263.631993,0.2462,12386401035.27,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
18,3957,UNUS SED LEO,LEO,unus-sed-leo,51,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,925180092.9,985239504.0,False,,19,,,,2024-10-22T09:05:00.000Z,6.104250463191297,14497176.72799334,65.6443,0.06395128,0.05816121,-0.61555706,6.59159559,4.53693732,4.42465069,5647531010.620193,0.2439,6014148698.65,,2024-10-22T09:05:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-10-22 12:07:53.846241
19,20947,Sui,SUI,sui,392,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2763841372.608888,10000000000.0,False,,20,,,,2024-10-22T09:05:00.000Z,1.969584324169907,600408094.5873879,-12.9859,-1.44847275,-5.37749314,-12.11029631,34.89522875,121.97435104,144.770154,5443618641.982705,0.235,19695843241.7,,2024-10-22T09:05:00.000Z,,,,,,2024-10-22 12:07:53.846241
