,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,11779,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19769709.0,19769709.0,False,,1,,,,2024-10-19T07:44:00.000Z,68326.12114759245,30188238629.89158,-15.2607,-0.06878939,0.54641476,8.92465778,9.96009961,12.11155887,2.37198329,1350787532186.6487,57.5988,1434848544099.44,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
1,1027,Ethereum,ETH,ethereum,9431,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120388140.92288499,120388140.92288499,True,,2,,,,2024-10-19T07:44:00.000Z,2639.780199372349,14593067851.839277,-8.1774,-0.23829319,0.22944461,7.91271537,8.31629473,-1.40975105,-24.32784045,317798230647.4798,13.5523,317798230647.48,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
2,825,Tether USDt,USDT,tether,100726,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120103979667.94356,121362937380.47127,True,,3,,,,2024-10-19T07:44:00.000Z,0.9999308986427397,51624385779.09729,-11.5732,0.00638399,0.01783303,0.02523563,-0.0110139,-0.0915549,-0.03916683,120095680319.93613,5.1207,121354551036.78,,2024-10-19T07:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-10-19 10:47:03.059958
3,1839,BNB,BNB,bnb,2263,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145931590.79924825,145931590.79924825,False,,4,,,,2024-10-19T07:44:00.000Z,597.6160576664715,1586141431.8605878,-6.3049,-0.06792879,0.06777973,3.47702845,7.22336157,5.10728797,0.87375571,87211061982.44347,3.7186,87211061982.44,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
4,5426,Solana,SOL,solana,767,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,469938943.2954877,586859052.7736253,True,,5,,,,2024-10-19T07:44:00.000Z,154.4460061337097,1544884602.2479346,-26.1273,-0.357568,0.39784912,6.10617519,11.38959377,4.91266152,-10.04577589,72580192918.68394,3.0947,90638036864.3,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
5,3408,USDC,USDC,usd-coin,22555,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,35000819588.393005,35000819588.393005,False,,6,,,,2024-10-19T07:44:00.000Z,0.9999502843498744,5159788619.714864,-7.8886,0.00129792,-0.00593563,-0.00040027,0.00016654,-0.04437901,0.00150657,34999079499.89224,1.4923,34999079499.89,,2024-10-19T07:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-10-19 10:47:03.059958
6,52,XRP,XRP,xrp,1407,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56706436160.0,99987115141.0,False,,7,,,,2024-10-19T07:44:00.000Z,0.5470428469454444,885729215.5157626,-26.1539,-0.00781515,-0.65075357,1.67034588,-6.37996874,-10.23612767,-7.42928353,31020850277.096493,1.3227,54704284694.54,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
7,74,Dogecoin,DOGE,dogecoin,1083,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146428716383.7052,146428716383.7052,True,,8,,,,2024-10-19T07:44:00.000Z,0.14452826245053488,2141810301.7186875,5.8372,-0.52781466,7.50784508,30.06889079,38.87948475,36.92903411,10.20357111,21163087951.79908,0.9024,21163087951.8,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
8,1958,TRON,TRX,tron,1054,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86521024770.59567,86521070493.92067,True,,9,71659659264.0,11331976230.287123,,2024-10-19T07:44:00.000Z,0.15813606074429132,231425328.8894667,-15.8687,-0.049254,-0.56362255,-2.42953031,5.20784057,9.00575848,17.96143001,13682094028.781252,0.5834,13682101259.29,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
9,11419,Toncoin,TON,toncoin,581,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2539328295.120007,5113457452.9055605,True,,10,3414166606.0,17986421192.419846,,2024-10-19T07:44:00.000Z,5.268173252239889,143780090.70695636,-19.2876,-0.16891134,1.05815725,0.71290029,-8.71674039,-23.30144474,-27.32414484,13377621403.007141,0.5704,26938579779.86,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
10,2010,Cardano,ADA,cardano,1270,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34974248103.68182,44995138227.37328,False,,11,,,,2024-10-19T07:44:00.000Z,0.3535768981460119,199309861.67140314,-24.7486,-0.12067479,1.93958372,0.03551368,2.11297856,2.83843451,-17.86484033,12366086159.488857,0.5273,15910960416.57,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
11,5805,Avalanche,AVAX,avalanche,790,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,406864959.72211295,446868059.72211295,False,,12,,,,2024-10-19T07:44:00.000Z,28.166940376395424,177246437.70257196,-23.3572,-0.34115274,1.72721521,-0.06160757,9.29873057,27.76665528,-2.33335449,11460141061.737282,0.4887,20160451492.55,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
12,5994,Shiba Inu,SHIB,shiba-inu,888,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589267108114554.8,589518341145736.5,False,,13,,,,2024-10-19T07:44:00.000Z,1.9295596890363664e-05,461872992.7732627,-9.4762,-0.22069184,2.50350593,8.05910619,38.01837009,39.78930044,8.65441214,11370260578.928791,0.4848,11375108270.22,,2024-10-19T07:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-10-19 10:47:03.059958
13,1831,Bitcoin Cash,BCH,bitcoin-cash,935,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19776300.0,19776300.0,False,,14,,,,2024-10-19T07:44:00.000Z,364.09352772105655,280447374.48668027,-10.4959,-0.2798602,-2.8740183,10.36083061,5.47653223,5.72982051,-7.1201568,7200422832.269931,0.307,7645964082.14,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
14,1975,Chainlink,LINK,chainlink,1859,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,15,,,,2024-10-19T07:44:00.000Z,11.408636806025898,191536167.09052014,-4.1539,-0.35750359,0.28730156,4.13881191,2.50505189,8.62753478,-18.80121675,7151503644.763908,0.3049,11408636806.03,,2024-10-19T07:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-10-19 10:47:03.059958
15,6636,Polkadot,DOT,polkadot-new,827,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1507631301.525167,1507631301.525167,True,,16,1507631301.6024926,6621775162.983267,,2024-10-19T07:44:00.000Z,4.392171451962323,114126982.90870349,12.3206,-0.07263748,3.2787931,4.4965945,3.80968586,-4.198098,-29.92801292,6621775162.64364,0.2823,6621775162.64,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
16,6535,NEAR Protocol,NEAR,near-protocol,453,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1215335282.0,1215886224.0,False,,17,,,,2024-10-19T07:44:00.000Z,4.891589911450534,213646160.04221246,-9.1678,-0.30990781,1.58226798,2.89857366,9.2288854,18.90702849,-20.8517511,5944921804.46109,0.2535,5947616786.79,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
17,20947,Sui,SUI,sui,389,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2763841372.608888,10000000000.0,False,,18,,,,2024-10-19T07:44:00.000Z,2.0609986775919538,580228466.2576294,-7.0535,-0.1042068,0.83655083,1.80176159,51.18857817,127.25154315,146.66003246,5696273414.020849,0.2429,20609986775.92,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
18,3957,UNUS SED LEO,LEO,unus-sed-leo,51,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,925203663.9,985239504.0,False,,19,,,,2024-10-19T07:44:00.000Z,6.078902374115459,11461854.63801822,0.3155,-0.00993445,-0.95038122,0.04287928,4.65371499,3.5949843,6.83278607,5624222749.022031,0.2398,5989174759.94,,2024-10-19T07:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2024-10-19 10:47:03.059958
19,2,Litecoin,LTC,litecoin,1258,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,75099455.81642684,84000000.0,False,,20,,,,2024-10-19T07:44:00.000Z,74.68156779135052,322815799.2641803,-31.02,0.21053257,3.31743493,13.24898205,14.6968066,11.38491998,2.65492232,5608545100.648014,0.2391,6273251694.47,,2024-10-19T07:44:00.000Z,,,,,,2024-10-19 10:47:03.059958
0,1,Bitcoin,BTC,bitcoin,11779,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19769709.0,19769709.0,False,,1,,,,2024-10-19T07:45:00.000Z,68329.1551388645,30186189743.63479,-15.2991,-0.05852213,0.54441188,8.92599338,10.00541536,12.18959032,2.39480121,1350847513311.2058,57.6014,1434912257916.15,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
1,1027,Ethereum,ETH,ethereum,9431,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'layer-1', 'ftx-bankruptcy-estate']",,120388140.92288499,120388140.92288499,True,,2,,,,2024-10-19T07:45:00.000Z,2639.863461087044,14591639459.984262,-8.2268,-0.2272008,0.21338225,7.91252316,8.38488378,-1.3401831,-24.31293825,317808254370.522,13.5527,317808254370.52,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
2,825,Tether USDt,USDT,tether,100726,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'fiat-stablecoin']",,120103979667.94356,121362937380.47127,True,,3,,,,2024-10-19T07:45:00.000Z,0.9999660033812734,51622653626.9804,-11.6054,0.01483141,0.03724256,0.02706507,-0.01366823,-0.03343024,-0.04035465,120099896538.73924,5.1225,121358811450.96,,2024-10-19T07:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-10-19 10:48:03.504921
3,1839,BNB,BNB,bnb,2263,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,145931590.79924825,145931590.79924825,False,,4,,,,2024-10-19T07:45:00.000Z,597.6617866249445,1586124288.2279224,-6.2478,-0.04520077,0.07708166,3.48840618,7.23804719,5.12195176,0.89219074,87217735282.09903,3.719,87217735282.1,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
4,5426,Solana,SOL,solana,767,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,469938943.2954877,586859052.7736253,True,,5,,,,2024-10-19T07:45:00.000Z,154.43897229279688,1544776953.0258307,-26.1521,-0.32222644,0.39653756,6.09805254,11.39040093,4.91443671,-10.0412755,72576887442.91806,3.0956,90633908991.08,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
5,3408,USDC,USDC,usd-coin,22555,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'hedera-hashgraph-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem', 'base-ecosystem', 'fiat-stablecoin']",,35000819588.393005,35000819588.393005,False,,6,,,,2024-10-19T07:45:00.000Z,0.9999598943664858,5160238819.47444,-7.8982,0.0072587,0.0125877,-0.00024355,0.00298371,0.00986066,-0.00234197,34999415858.3499,1.4924,34999415858.35,,2024-10-19T07:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-10-19 10:48:03.504921
6,52,XRP,XRP,xrp,1407,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,56706436160.0,99987115141.0,False,,7,,,,2024-10-19T07:45:00.000Z,0.5470306038826507,885564578.4288431,-26.146,-0.00679474,-0.6543625,1.65783949,-6.37927926,-10.19362671,-7.42141938,31020156016.63778,1.3231,54703060388.27,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
7,74,Dogecoin,DOGE,dogecoin,1083,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,146428716383.7052,146428716383.7052,True,,8,,,,2024-10-19T07:45:00.000Z,0.1445082534927051,2141913207.0756876,5.8348,-0.50517862,7.49925661,30.0474865,38.85754641,36.953034,10.21053994,21160158065.78789,0.9023,21160158065.79,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
8,1958,TRON,TRX,tron,1054,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,86521024770.59567,86521070493.92067,True,,9,71659659264.0,11332177119.962873,,2024-10-19T07:45:00.000Z,0.15813886413015465,231414418.92229283,-15.8375,-0.04248313,-0.56233393,-2.43085311,5.20064987,9.01588711,17.97446549,13682336580.598974,0.5834,13682343811.23,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
9,11419,Toncoin,TON,toncoin,581,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,2539328295.120007,5113457452.9055605,True,,10,3414166606.0,17986512033.934364,,2024-10-19T07:45:00.000Z,5.268199859469414,143793903.35545254,-19.2727,-0.160656,1.05682246,0.71168374,-8.70676407,-23.30921873,-27.32466863,13377688967.497927,0.5704,26938715834.8,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
10,2010,Cardano,ADA,cardano,1270,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34974248103.68182,44995138227.37328,False,,11,,,,2024-10-19T07:45:00.000Z,0.35356747973002084,199313040.59412247,-24.7902,-0.11708437,1.92893448,0.02532312,2.09817006,2.84180975,-17.86225584,12365756757.471243,0.5274,15910536587.85,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
11,5805,Avalanche,AVAX,avalanche,790,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1']",715748719.0,406864959.72211295,446868059.72211295,False,,12,,,,2024-10-19T07:45:00.000Z,28.166931422693352,177258200.54278144,-23.3553,-0.33624871,1.72861975,-0.06130226,9.29715295,27.79708199,-2.33806376,11460137418.789648,0.4887,20160445083.95,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
12,5994,Shiba Inu,SHIB,shiba-inu,888,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589267108114554.8,589518341145736.5,False,,13,,,,2024-10-19T07:45:00.000Z,1.9297488518364465e-05,461909888.1001478,-9.5098,-0.19523237,2.53354544,8.0724536,38.02471997,39.77394669,8.65871616,11371375253.090452,0.485,11376223419.63,,2024-10-19T07:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-10-19 10:48:03.504921
13,1831,Bitcoin Cash,BCH,bitcoin-cash,935,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19776300.0,19776300.0,False,,14,,,,2024-10-19T07:45:00.000Z,364.0200031370796,280440896.10802764,-10.5036,-0.29411877,-2.89349113,10.33795147,5.43919315,5.7095227,-7.13932798,7198968788.039827,0.307,7644420065.88,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
14,1975,Chainlink,LINK,chainlink,1859,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",,626849970.4527867,1000000000.0,False,,15,,,,2024-10-19T07:45:00.000Z,11.408436090834558,191542866.98938808,-4.1629,-0.35719864,0.28633735,4.1329292,2.50885216,8.6336978,-18.79512607,7151377826.4521475,0.3049,11408436090.83,,2024-10-19T07:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-10-19 10:48:03.504921
15,6636,Polkadot,DOT,polkadot-new,827,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'layer-1']",,1507631301.525167,1507631301.525167,True,,16,1507631301.6024926,6620789106.781039,,2024-10-19T07:45:00.000Z,4.391517408628798,114114543.87029932,12.3045,-0.08013614,3.25474098,4.47872563,3.78929464,-4.22082209,-29.94402625,6620789106.441463,0.2823,6620789106.44,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
16,6535,NEAR Protocol,NEAR,near-protocol,453,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'injective-ecosystem', 'circle-ventures-portfolio', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'account-abstraction', 'data-availability']",,1215335282.0,1215886224.0,False,,17,,,,2024-10-19T07:45:00.000Z,4.891870615926909,213689812.82282296,-9.0897,-0.30941845,1.58313769,2.90400465,9.24850054,18.90144857,-20.83567131,5945262954.515044,0.2536,5947958091.5,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
17,20947,Sui,SUI,sui,389,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm']",10000000000.0,2763841372.608888,10000000000.0,False,,18,,,,2024-10-19T07:45:00.000Z,2.061178322215736,580254646.175165,-7.0395,-0.09927582,0.84765677,1.82023783,51.23445592,127.28755632,146.67334675,5696769923.264424,0.2429,20611783222.16,,2024-10-19T07:45:00.000Z,,,,,,2024-10-19 10:48:03.504921
